trade_id,timestamp,arbitrage_type,net_profit_per_share,trade_size,total_net_profit,fees_paid,market_a,platform_a,side_a,avg_price_a,market_b,platform_b,side_b,avg_price_b
180,2025-07-06T02:09:54.908472+00:00,same_outcome,-0.0311,52.13,-1.62,0.78,Chicago vs Colorado (CWS),Polymarket,BUY,0.7084,Chicago vs Colorado (CWS),Kalshi,SELL,0.6923
181,2025-07-06T02:09:54.968712+00:00,same_outcome,0.0077,52.13,0.40,0.72,Chicago vs Colorado (COL),Kalshi,BUY,0.2700,Chicago vs Colorado (COL),Polymarket,SELL,0.2916
182,2025-07-06T02:09:57.498768+00:00,same_outcome,0.0269,49.43,1.33,0.65,Chicago vs Colorado (CWS),Polymarket,BUY,0.7100,Chicago vs Colorado (CWS),Kalshi,SELL,0.7500
183,2025-07-06T02:15:35.066422+00:00,same_outcome,-0.0371,4239.98,-157.21,69.96,San Francisco vs Oakland (SF),Polymarket,BUY,0.6402,San Francisco vs Oakland (SF),Kalshi,SELL,0.6196
184,2025-07-06T02:15:49.991615+00:00,same_outcome,0.0173,1144.84,19.85,15.03,San Francisco vs Oakland (SF),Polymarket,BUY,0.7195,San Francisco vs Oakland (SF),Kalshi,SELL,0.7500
185,2025-07-06T02:18:00.465236+00:00,same_outcome,0.0288,1197.00,34.51,13.41,Chicago vs Colorado (COL),Polymarket,BUY,0.1599,Chicago vs Colorado (COL),Kalshi,SELL,0.2000
186,2025-07-06T02:18:04.205865+00:00,same_outcome,0.0136,990.00,13.50,11.30,Chicago vs Colorado (CWS),Kalshi,BUY,0.7949,Chicago vs Colorado (CWS),Polymarket,SELL,0.8200
187,2025-07-06T02:18:04.246511+00:00,same_outcome,0.0181,16.00,0.29,0.19,Chicago vs Colorado (CWS),Kalshi,BUY,0.7900,Chicago vs Colorado (CWS),Polymarket,SELL,0.8200
188,2025-07-06T02:18:04.264027+00:00,same_outcome,0.0275,16.00,0.44,0.20,Chicago vs Colorado (CWS),Kalshi,BUY,0.7800,Chicago vs Colorado (CWS),Polymarket,SELL,0.8200
189,2025-07-06T02:19:26.801820+00:00,same_outcome,0.0036,535.00,1.93,5.69,Chicago vs Colorado (COL),Kalshi,BUY,0.1865,Chicago vs Colorado (COL),Polymarket,SELL,0.2007
190,2025-07-06T02:19:30.497844+00:00,same_outcome,0.0057,49.00,0.28,0.43,Chicago vs Colorado (COL),Polymarket,BUY,0.1300,Chicago vs Colorado (COL),Kalshi,SELL,0.1445
191,2025-07-06T02:19:30.498802+00:00,same_outcome,0.0222,32.00,0.71,0.31,Chicago vs Colorado (CWS),Kalshi,BUY,0.8381,Chicago vs Colorado (CWS),Polymarket,SELL,0.8700
192,2025-07-06T02:19:32.660249+00:00,same_outcome,0.0206,600.43,12.36,5.65,Chicago vs Colorado (COL),Polymarket,BUY,0.1300,Chicago vs Colorado (COL),Kalshi,SELL,0.1600
193,2025-07-06T02:19:32.721578+00:00,same_outcome,0.0300,10.00,0.30,0.10,Chicago vs Colorado (CWS),Kalshi,BUY,0.8300,Chicago vs Colorado (CWS),Polymarket,SELL,0.8700
194,2025-07-06T02:19:35.503597+00:00,same_outcome,0.0035,844.43,2.92,7.62,Chicago vs Colorado (COL),Polymarket,BUY,0.1394,Chicago vs Colorado (COL),Kalshi,SELL,0.1519
195,2025-07-06T02:25:19.784347+00:00,same_outcome,0.0098,55.00,0.54,0.76,Chicago vs Colorado (CWS),Kalshi,BUY,0.7300,Chicago vs Colorado (CWS),Polymarket,SELL,0.7536
196,2025-07-06T02:25:21.643346+00:00,same_outcome,0.0043,155.00,0.67,2.28,Chicago vs Colorado (COL),Polymarket,BUY,0.2810,Chicago vs Colorado (COL),Kalshi,SELL,0.3000
197,2025-07-06T02:25:24.487073+00:00,same_outcome,0.0154,50.00,0.77,0.71,Chicago vs Colorado (CWS),Kalshi,BUY,0.7204,Chicago vs Colorado (CWS),Polymarket,SELL,0.7500
198,2025-07-06T02:30:17.109779+00:00,same_outcome,-0.0053,986.59,-5.22,12.51,San Francisco vs Oakland (ATH),Polymarket,BUY,0.2300,San Francisco vs Oakland (ATH),Kalshi,SELL,0.2374
199,2025-07-06T02:36:02.411880+00:00,same_outcome,0.0133,20.85,0.28,0.16,Chicago vs Colorado (CWS),Polymarket,BUY,0.8600,Chicago vs Colorado (CWS),Kalshi,SELL,0.8810
200,2025-07-06T02:36:53.848320+00:00,same_outcome,0.0034,56.00,0.19,0.69,Texas vs San Diego (SD),Polymarket,BUY,0.2111,Texas vs San Diego (SD),Kalshi,SELL,0.2268
201,2025-07-06T02:38:04.504505+00:00,same_outcome,-0.0064,11.00,-0.07,0.10,Chicago vs Colorado (COL),Kalshi,BUY,0.1473,Chicago vs Colorado (COL),Polymarket,SELL,0.1500
202,2025-07-06T02:38:04.643292+00:00,same_outcome,0.0015,2608.47,3.98,16.44,Chicago vs Colorado (COL),Kalshi,BUY,0.1000,Chicago vs Colorado (COL),Polymarket,SELL,0.1078
203,2025-07-06T02:38:04.663955+00:00,same_outcome,0.0015,2608.47,3.98,16.44,Chicago vs Colorado (CWS),Polymarket,BUY,0.8922,Chicago vs Colorado (CWS),Kalshi,SELL,0.9000
204,2025-07-06T02:43:39.628765+00:00,same_outcome,0.0243,7.00,0.17,0.11,Pittsburgh vs Seattle (PIT),Kalshi,BUY,0.3400,Pittsburgh vs Seattle (PIT),Polymarket,SELL,0.3800
205,2025-07-06T02:43:39.692104+00:00,same_outcome,0.0243,7.00,0.17,0.11,Pittsburgh vs Seattle (SEA),Polymarket,BUY,0.6200,Pittsburgh vs Seattle (SEA),Kalshi,SELL,0.6600
206,2025-07-06T02:44:44.523735+00:00,same_outcome,0.0009,3232.00,3.01,14.73,Chicago vs Colorado (COL),Kalshi,BUY,0.0700,Chicago vs Colorado (COL),Polymarket,SELL,0.0755
207,2025-07-06T02:44:44.622077+00:00,same_outcome,0.0008,3322.00,2.60,15.14,Chicago vs Colorado (CWS),Polymarket,BUY,0.9247,Chicago vs Colorado (CWS),Kalshi,SELL,0.9300
208,2025-07-06T02:45:50.461531+00:00,same_outcome,0.0107,44.00,0.47,0.63,San Francisco vs Oakland (ATH),Polymarket,BUY,0.2600,San Francisco vs Oakland (ATH),Kalshi,SELL,0.2850
209,2025-07-06T02:46:05.120886+00:00,same_outcome,0.0306,2147.55,65.69,20.21,San Francisco vs Oakland (ATH),Kalshi,BUY,0.1600,San Francisco vs Oakland (ATH),Polymarket,SELL,0.2000
210,2025-07-06T02:46:05.219384+00:00,same_outcome,0.0306,2038.00,62.34,19.18,San Francisco vs Oakland (SF),Polymarket,BUY,0.8000,San Francisco vs Oakland (SF),Kalshi,SELL,0.8400
211,2025-07-06T02:46:05.260528+00:00,same_outcome,0.0201,109.55,2.20,1.09,San Francisco vs Oakland (SF),Polymarket,BUY,0.8000,San Francisco vs Oakland (SF),Kalshi,SELL,0.8300
212,2025-07-06T02:51:32.355079+00:00,same_outcome,0.0400,13.00,0.52,0.13,Texas vs San Diego (SD),Polymarket,BUY,0.1100,Texas vs San Diego (SD),Kalshi,SELL,0.1600
213,2025-07-06T03:03:05.149500+00:00,same_outcome,0.0210,450.14,9.45,5.91,Chicago vs Colorado (COL),Polymarket,BUY,0.2159,Chicago vs Colorado (COL),Kalshi,SELL,0.2500
214,2025-07-06T03:03:07.514864+00:00,same_outcome,0.0358,314.00,11.24,3.56,Chicago vs Colorado (CWS),Polymarket,BUY,0.7500,Chicago vs Colorado (CWS),Kalshi,SELL,0.7971
215,2025-07-06T03:03:07.548923+00:00,same_outcome,0.0492,50.00,2.46,0.54,Chicago vs Colorado (CWS),Polymarket,BUY,0.7500,Chicago vs Colorado (CWS),Kalshi,SELL,0.8100
216,2025-07-06T03:03:34.326158+00:00,same_outcome,0.0071,113.00,0.80,1.45,Chicago vs Colorado (COL),Kalshi,BUY,0.2401,Chicago vs Colorado (COL),Polymarket,SELL,0.2600
217,2025-07-06T03:03:35.046696+00:00,same_outcome,0.0170,10.00,0.17,0.13,Chicago vs Colorado (COL),Kalshi,BUY,0.2300,Chicago vs Colorado (COL),Polymarket,SELL,0.2600
218,2025-07-06T03:03:35.765220+00:00,same_outcome,0.0176,100.00,1.76,1.24,Chicago vs Colorado (COL),Kalshi,BUY,0.2300,Chicago vs Colorado (COL),Polymarket,SELL,0.2600
219,2025-07-06T03:03:37.007094+00:00,same_outcome,0.0175,69.00,1.21,0.86,Chicago vs Colorado (COL),Kalshi,BUY,0.2300,Chicago vs Colorado (COL),Polymarket,SELL,0.2600
220,2025-07-06T03:08:14.352184+00:00,same_outcome,0.0007,2343.00,1.73,23.16,Chicago vs Colorado (COL),Kalshi,BUY,0.1701,Chicago vs Colorado (COL),Polymarket,SELL,0.1807
221,2025-07-06T03:08:14.352618+00:00,same_outcome,0.0007,2343.00,1.73,23.16,Chicago vs Colorado (CWS),Polymarket,BUY,0.8193,Chicago vs Colorado (CWS),Kalshi,SELL,0.8299
222,2025-07-06T03:08:16.690414+00:00,same_outcome,-0.0290,164.00,-4.76,1.81,Chicago vs Colorado (COL),Kalshi,BUY,0.1959,Chicago vs Colorado (COL),Polymarket,SELL,0.1779
223,2025-07-06T03:08:16.691311+00:00,same_outcome,-0.0254,208.00,-5.28,2.25,Chicago vs Colorado (CWS),Polymarket,BUY,0.8238,Chicago vs Colorado (CWS),Kalshi,SELL,0.8092
224,2025-07-06T03:08:18.911731+00:00,same_outcome,-0.0337,1500.00,-50.48,16.37,Chicago vs Colorado (COL),Kalshi,BUY,0.1932,Chicago vs Colorado (COL),Polymarket,SELL,0.1705
225,2025-07-06T03:08:19.152059+00:00,same_outcome,-0.0336,1504.00,-50.54,16.41,Chicago vs Colorado (CWS),Polymarket,BUY,0.8295,Chicago vs Colorado (CWS),Kalshi,SELL,0.8068
226,2025-07-06T03:08:52.702488+00:00,same_outcome,0.0336,69.00,2.32,0.44,Chicago vs Colorado (CWS),Polymarket,BUY,0.8600,Chicago vs Colorado (CWS),Kalshi,SELL,0.9000
