trade_id,timestamp,arbitrage_type,net_profit_per_share,trade_size,total_net_profit,fees_paid,market_a,platform_a,side_a,avg_price_a,market_b,platform_b,side_b,avg_price_b,,,,volume,net_profit_per_share,
175,2025-07-06T01:33:12.563572+00:00,same_outcome,0.0183,12,0.22,0.14,Houston vs Los Angeles (LAD),Polymarket,BUY,0.17,Houston vs Los Angeles (LAD),Kalshi,SELL,0.2,,,,56112.26,0.0183,0.5611226
408,2025-07-06T02:18:04.246511+00:00,same_outcome,0.0181,16,0.29,0.19,Chicago vs Colorado (CWS),Kalshi,BUY,0.79,Chicago vs Colorado (CWS),Polymarket,SELL,0.82,,,,56128.26,0.0181,0.5612826
183,2025-07-06T01:33:15.302404+00:00,same_outcome,0.018,10,0.18,0.12,Houston vs Los Angeles (LAD),Polymarket,BUY,0.17,Houston vs Los Angeles (LAD),Kalshi,SELL,0.2,,,,56138.26,0.018,0.5613826
481,2025-07-06T03:03:07.514864+00:00,same_outcome,0.0178,50,0.89,0.61,Chicago vs Colorado (CWS),Polymarket,BUY,0.75,Chicago vs Colorado (CWS),Kalshi,SELL,0.78,,,,56188.26,0.0178,0.5618826
487,2025-07-06T03:03:35.765220+00:00,same_outcome,0.0176,100,1.76,1.24,Chicago vs Colorado (COL),Kalshi,BUY,0.23,Chicago vs Colorado (COL),Polymarket,SELL,0.26,,,,56288.26,0.0176,0.5628826
154,2025-07-06T01:31:01.704531+00:00,same_outcome,0.0175,8,0.14,0.1,Houston vs Los Angeles (HOU),Kalshi,BUY,0.77,Houston vs Los Angeles (HOU),Polymarket,SELL,0.8,,,,56296.26,0.0175,0.5629626
155,2025-07-06T01:31:01.704960+00:00,same_outcome,0.0175,8,0.14,0.1,Houston vs Los Angeles (LAD),Polymarket,BUY,0.2,Houston vs Los Angeles (LAD),Kalshi,SELL,0.23,,,,56304.26,0.0175,0.5630426
232,2025-07-06T01:41:17.477293+00:00,same_outcome,0.0175,4,0.07,0.05,Houston vs Los Angeles (HOU),Kalshi,BUY,0.78,Houston vs Los Angeles (HOU),Polymarket,SELL,0.81,,,,56308.26,0.0175,0.5630826
489,2025-07-06T03:03:37.007094+00:00,same_outcome,0.0175,69,1.21,0.86,Chicago vs Colorado (COL),Kalshi,BUY,0.23,Chicago vs Colorado (COL),Polymarket,SELL,0.26,,,,56377.26,0.0175,0.5637726
440,2025-07-06T02:36:53.848320+00:00,same_outcome,0.0171,14,0.24,0.18,Texas vs San Diego (SD),Polymarket,BUY,0.21,Texas vs San Diego (SD),Kalshi,SELL,0.24,,,,56391.26,0.0171,0.5639126
486,2025-07-06T03:03:35.046696+00:00,same_outcome,0.017,10,0.17,0.13,Chicago vs Colorado (COL),Kalshi,BUY,0.23,Chicago vs Colorado (COL),Polymarket,SELL,0.26,,,,56401.26,0.017,0.5640126
476,2025-07-06T03:03:05.149500+00:00,same_outcome,0.0168,44,0.74,0.58,Chicago vs Colorado (COL),Polymarket,BUY,0.22,Chicago vs Colorado (COL),Kalshi,SELL,0.25,,,,56445.26,0.0168,0.5644526
434,2025-07-06T02:30:17.109779+00:00,same_outcome,0.0165,62,1.02,0.84,San Francisco vs Oakland (ATH),Polymarket,BUY,0.23,San Francisco vs Oakland (ATH),Kalshi,SELL,0.26,,,,56507.26,0.0165,0.5650726
75,2025-07-06T00:57:59.409810+00:00,same_outcome,0.016,10,0.16,0.14,Detroit vs Cleveland (DET),Polymarket,BUY,0.72,Detroit vs Cleveland (DET),Kalshi,SELL,0.75,,,,56517.26,0.016,0.5651726
57,2025-07-06T00:42:59.938278+00:00,same_outcome,0.0156,140,2.18,2.02,Detroit vs Cleveland (CLE),Kalshi,BUY,0.29,Detroit vs Cleveland (CLE),Polymarket,SELL,0.32,,,,56657.26,0.0156,0.5665726
60,2025-07-06T00:43:00.015436+00:00,same_outcome,0.0156,140,2.18,2.02,Detroit vs Cleveland (DET),Polymarket,BUY,0.68,Detroit vs Cleveland (DET),Kalshi,SELL,0.71,,,,56797.26,0.0156,0.5679726
381,2025-07-06T02:09:44.351080+00:00,same_outcome,0.0154,19.81,0.3,0.29,Chicago vs Colorado (COL),Kalshi,BUY,0.29,Chicago vs Colorado (COL),Polymarket,SELL,0.32,,,,56817.07,0.0154,0.5681707
463,2025-07-06T02:45:50.461531+00:00,same_outcome,0.0153,32,0.49,0.47,San Francisco vs Oakland (ATH),Polymarket,BUY,0.26,San Francisco vs Oakland (ATH),Kalshi,SELL,0.29,,,,56849.07,0.0153,0.5684907
382,2025-07-06T02:09:45.554222+00:00,same_outcome,0.0152,14.18,0.22,0.21,Chicago vs Colorado (COL),Kalshi,BUY,0.29,Chicago vs Colorado (COL),Polymarket,SELL,0.32,,,,56863.25,0.0152,0.5686325
388,2025-07-06T02:09:55.250335+00:00,same_outcome,0.0152,2.7,0.04,0.04,Chicago vs Colorado (CWS),Polymarket,BUY,0.68,Chicago vs Colorado (CWS),Kalshi,SELL,0.71,,,,56865.95,0.0152,0.5686595
377,2025-07-06T02:08:28.505438+00:00,same_outcome,0.0149,1.97,0.03,0.01,Houston vs Los Angeles (LAD),Kalshi,BUY,0.01,Houston vs Los Angeles (LAD),Polymarket,SELL,0.03,,,,56867.92,0.0149,0.5686792
378,2025-07-06T02:08:28.505895+00:00,same_outcome,0.0149,1.97,0.03,0.01,Houston vs Los Angeles (HOU),Polymarket,BUY,0.97,Houston vs Los Angeles (HOU),Kalshi,SELL,0.99,,,,56869.89,0.0149,0.5686989
297,2025-07-06T02:02:25.592189+00:00,same_outcome,0.0142,316.29,4.51,1.82,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.09,,,,57186.18,0.0142,0.5718618
298,2025-07-06T02:02:25.593175+00:00,same_outcome,0.0142,183.71,2.61,1.06,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.09,,,,57369.89,0.0142,0.5736989
307,2025-07-06T02:03:11.313830+00:00,same_outcome,0.0142,199,2.83,1.15,Houston vs Los Angeles (HOU),Kalshi,BUY,0.91,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,57568.89,0.0142,0.5756889
309,2025-07-06T02:03:11.392437+00:00,same_outcome,0.0142,100,1.42,0.58,Houston vs Los Angeles (HOU),Kalshi,BUY,0.91,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,57668.89,0.0142,0.5766889
316,2025-07-06T02:03:12.572611+00:00,same_outcome,0.0142,100,1.42,0.58,Houston vs Los Angeles (HOU),Kalshi,BUY,0.91,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,57768.89,0.0142,0.5776889
451,2025-07-06T02:38:06.483519+00:00,same_outcome,0.0142,69,0.98,0.4,Chicago vs Colorado (COL),Kalshi,BUY,0.09,Chicago vs Colorado (COL),Polymarket,SELL,0.11,,,,57837.89,0.0142,0.5783789
452,2025-07-06T02:38:06.484013+00:00,same_outcome,0.0142,69,0.98,0.4,Chicago vs Colorado (CWS),Polymarket,BUY,0.89,Chicago vs Colorado (CWS),Kalshi,SELL,0.91,,,,57906.89,0.0142,0.5790689
52,2025-07-06T00:41:45.080577+00:00,same_outcome,0.0141,133,1.87,2.12,Detroit vs Cleveland (CLE),Kalshi,BUY,0.35,Detroit vs Cleveland (CLE),Polymarket,SELL,0.38,,,,58039.89,0.0141,0.5803989
54,2025-07-06T00:41:45.140587+00:00,same_outcome,0.0141,133,1.87,2.12,Detroit vs Cleveland (DET),Polymarket,BUY,0.62,Detroit vs Cleveland (DET),Kalshi,SELL,0.65,,,,58172.89,0.0141,0.5817289
300,2025-07-06T02:02:55.812398+00:00,same_outcome,0.014,10,0.14,0.06,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.09,,,,58182.89,0.014,0.5818289
285,2025-07-06T01:52:10.023123+00:00,same_outcome,0.0137,150,2.05,0.95,Houston vs Los Angeles (LAD),Kalshi,BUY,0.1,Houston vs Los Angeles (LAD),Polymarket,SELL,0.12,,,,58332.89,0.0137,0.5833289
287,2025-07-06T01:52:10.122795+00:00,same_outcome,0.0137,150,2.05,0.95,Houston vs Los Angeles (HOU),Polymarket,BUY,0.88,Houston vs Los Angeles (HOU),Kalshi,SELL,0.9,,,,58482.89,0.0137,0.5848289
122,2025-07-06T01:24:40.848931+00:00,same_outcome,0.0136,140,1.91,0.89,Detroit vs Cleveland (CLE),Kalshi,BUY,0.1,Detroit vs Cleveland (CLE),Polymarket,SELL,0.12,,,,58622.89,0.0136,0.5862289
10,2025-07-06T00:29:26.380203+00:00,same_outcome,0.0133,3,0.04,0.05,Detroit vs Cleveland (CLE),Polymarket,BUY,0.34,Detroit vs Cleveland (CLE),Kalshi,SELL,0.37,,,,58625.89,0.0133,0.5862589
150,2025-07-06T01:26:49.059136+00:00,same_outcome,0.0133,12,0.16,0.2,Houston vs Los Angeles (LAD),Polymarket,BUY,0.33,Houston vs Los Angeles (LAD),Kalshi,SELL,0.36,,,,58637.89,0.0133,0.5863789
394,2025-07-06T02:15:35.066422+00:00,same_outcome,0.0133,12,0.16,0.2,San Francisco vs Oakland (SF),Polymarket,BUY,0.61,San Francisco vs Oakland (SF),Kalshi,SELL,0.64,,,,58649.89,0.0133,0.5864989
32,2025-07-06T00:34:19.786271+00:00,same_outcome,0.0131,150,1.97,2.53,Houston vs Los Angeles (HOU),Polymarket,BUY,0.57,Houston vs Los Angeles (HOU),Kalshi,SELL,0.6,,,,58799.89,0.0131,0.5879989
257,2025-07-06T01:43:29.670056+00:00,same_outcome,0.0129,1656,21.33,14.94,Houston vs Los Angeles (HOU),Kalshi,BUY,0.8481,Houston vs Los Angeles (HOU),Polymarket,SELL,0.87,,,,60455.89,0.0129,0.6045589
453,2025-07-06T02:39:59.718594+00:00,same_outcome,0.0129,7.03,0.09,0.05,Chicago vs Colorado (CWS),Polymarket,BUY,0.88,Chicago vs Colorado (CWS),Kalshi,SELL,0.9,,,,60462.92,0.0129,0.6046292
455,2025-07-06T02:43:37.832488+00:00,same_outcome,0.0129,7,0.09,0.12,Pittsburgh vs Seattle (SEA),Polymarket,BUY,0.62,Pittsburgh vs Seattle (SEA),Kalshi,SELL,0.65,,,,60469.92,0.0129,0.6046992
77,2025-07-06T01:05:30.207050+00:00,same_outcome,0.0128,1108.35,14.23,19.02,Houston vs Los Angeles (LAD),Kalshi,BUY,0.43,Houston vs Los Angeles (LAD),Polymarket,SELL,0.46,,,,61578.27,0.0128,0.6157827
78,2025-07-06T01:05:30.270356+00:00,same_outcome,0.0128,1108.35,14.23,19.02,Houston vs Los Angeles (HOU),Polymarket,BUY,0.54,Houston vs Los Angeles (HOU),Kalshi,SELL,0.57,,,,62686.62,0.0128,0.6268662
108,2025-07-06T01:21:10.482106+00:00,same_outcome,0.0128,69,0.88,1.19,Chicago vs Colorado (CWS),Kalshi,BUY,0.43,Chicago vs Colorado (CWS),Polymarket,SELL,0.46,,,,62755.62,0.0128,0.6275562
436,2025-07-06T02:35:38.114184+00:00,same_outcome,0.0127,16.46,0.21,0.12,Chicago vs Colorado (CWS),Polymarket,BUY,0.87,Chicago vs Colorado (CWS),Kalshi,SELL,0.89,,,,62772.08,0.0127,0.6277208
49,2025-07-06T00:38:34.988603+00:00,same_outcome,0.0126,1964,24.67,34.25,Detroit vs Cleveland (DET),Kalshi,BUY,0.53,Detroit vs Cleveland (DET),Polymarket,SELL,0.56,,,,64736.08,0.0126,0.6473608
50,2025-07-06T00:38:35.071325+00:00,same_outcome,0.0126,1964,24.67,34.25,Detroit vs Cleveland (CLE),Polymarket,BUY,0.44,Detroit vs Cleveland (CLE),Kalshi,SELL,0.47,,,,66700.08,0.0126,0.6670008
124,2025-07-06T01:25:35.786793+00:00,same_outcome,0.0125,12,0.15,0.21,Houston vs Los Angeles (LAD),Polymarket,BUY,0.41,Houston vs Los Angeles (LAD),Kalshi,SELL,0.44,,,,66712.08,0.0125,0.6671208
252,2025-07-06T01:42:22.134425+00:00,same_outcome,0.0125,12,0.15,0.21,Texas vs San Diego (SD),Polymarket,BUY,0.52,Texas vs San Diego (SD),Kalshi,SELL,0.55,,,,66724.08,0.0125,0.6672408
288,2025-07-06T01:52:13.904790+00:00,same_outcome,0.0125,16,0.2,0.12,Houston vs Los Angeles (LAD),Polymarket,BUY,0.1,Houston vs Los Angeles (LAD),Kalshi,SELL,0.12,,,,66740.08,0.0125,0.6674008
289,2025-07-06T01:52:13.943498+00:00,same_outcome,0.0125,16,0.2,0.12,Houston vs Los Angeles (HOU),Kalshi,BUY,0.88,Houston vs Los Angeles (HOU),Polymarket,SELL,0.9,,,,66756.08,0.0125,0.6675608
138,2025-07-06T01:26:01.745142+00:00,same_outcome,0.0124,54,0.67,0.95,Houston vs Los Angeles (HOU),Polymarket,BUY,0.5,Houston vs Los Angeles (HOU),Kalshi,SELL,0.53,,,,66810.08,0.0124,0.6681008
437,2025-07-06T02:36:02.411880+00:00,same_outcome,0.0123,20.85,0.26,0.16,Chicago vs Colorado (CWS),Polymarket,BUY,0.86,Chicago vs Colorado (CWS),Kalshi,SELL,0.88,,,,66830.93,0.0123,0.6683093
85,2025-07-06T01:10:53.431570+00:00,same_outcome,0.0121,53,0.64,0.42,Detroit vs Cleveland (CLE),Kalshi,BUY,0.13,Detroit vs Cleveland (CLE),Polymarket,SELL,0.15,,,,66883.93,0.0121,0.6688393
443,2025-07-06T02:38:01.458318+00:00,same_outcome,0.0121,303,3.66,2.4,Chicago vs Colorado (CWS),Polymarket,BUY,0.85,Chicago vs Colorado (CWS),Kalshi,SELL,0.87,,,,67186.93,0.0121,0.6718693
444,2025-07-06T02:38:03.404418+00:00,same_outcome,0.0121,558.47,6.74,4.43,Chicago vs Colorado (CWS),Polymarket,BUY,0.85,Chicago vs Colorado (CWS),Kalshi,SELL,0.87,,,,67745.4,0.0121,0.677454
254,2025-07-06T01:42:34.356207+00:00,same_outcome,0.012,10,0.12,0.18,Texas vs San Diego (SD),Kalshi,BUY,0.51,Texas vs San Diego (SD),Polymarket,SELL,0.54,,,,67755.4,0.012,0.677554
445,2025-07-06T02:38:03.529810+00:00,same_outcome,0.012,100,1.2,0.8,Chicago vs Colorado (COL),Kalshi,BUY,0.13,Chicago vs Colorado (COL),Polymarket,SELL,0.15,,,,67855.4,0.012,0.678554
446,2025-07-06T02:38:04.344069+00:00,same_outcome,0.012,100,1.2,0.8,Chicago vs Colorado (COL),Kalshi,BUY,0.13,Chicago vs Colorado (COL),Polymarket,SELL,0.15,,,,67955.4,0.012,0.679554
448,2025-07-06T02:38:04.565157+00:00,same_outcome,0.012,100,1.2,0.8,Chicago vs Colorado (COL),Kalshi,BUY,0.13,Chicago vs Colorado (COL),Polymarket,SELL,0.15,,,,68055.4,0.012,0.680554
86,2025-07-06T01:10:53.611590+00:00,same_outcome,0.0118,17,0.2,0.14,Detroit vs Cleveland (CLE),Kalshi,BUY,0.13,Detroit vs Cleveland (CLE),Polymarket,SELL,0.15,,,,68072.4,0.0118,0.680724
250,2025-07-06T01:42:13.889907+00:00,same_outcome,0.0111,150,1.66,1.34,Houston vs Los Angeles (HOU),Kalshi,BUY,0.85,Houston vs Los Angeles (HOU),Polymarket,SELL,0.87,,,,68222.4,0.0111,0.682224
249,2025-07-06T01:42:13.889219+00:00,same_outcome,0.011,41,0.45,0.37,Houston vs Los Angeles (LAD),Polymarket,BUY,0.13,Houston vs Los Angeles (LAD),Kalshi,SELL,0.15,,,,68263.4,0.011,0.682634
238,2025-07-06T01:41:18.295978+00:00,same_outcome,0.0105,100,1.05,0.95,Houston vs Los Angeles (HOU),Kalshi,BUY,0.84,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,68363.4,0.0105,0.683634
242,2025-07-06T01:41:18.656611+00:00,same_outcome,0.0105,100,1.05,0.95,Houston vs Los Angeles (HOU),Kalshi,BUY,0.84,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,68463.4,0.0105,0.684634
7,2025-07-06T00:21:02.464526+00:00,same_outcome,0.01,1,0.01,0.02,Houston vs Los Angeles (HOU),Polymarket,BUY,0.73,Houston vs Los Angeles (HOU),Kalshi,SELL,0.76,,,,68464.4,0.01,0.684644
118,2025-07-06T01:22:17.575929+00:00,same_outcome,0.01,1,0.01,0.02,Chicago vs Colorado (COL),Kalshi,BUY,0.65,Chicago vs Colorado (COL),Polymarket,SELL,0.68,,,,68465.4,0.01,0.684654
148,2025-07-06T01:26:09.271889+00:00,same_outcome,0.01,2,0.02,0.02,Detroit vs Cleveland (CLE),Polymarket,BUY,0.06,Detroit vs Cleveland (CLE),Kalshi,SELL,0.08,,,,68467.4,0.01,0.684674
237,2025-07-06T01:41:17.937329+00:00,same_outcome,0.01,10,0.1,0.1,Houston vs Los Angeles (HOU),Kalshi,BUY,0.84,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,68477.4,0.01,0.684774
248,2025-07-06T01:42:03.882813+00:00,same_outcome,0.01,2,0.02,0.02,Houston vs Los Angeles (HOU),Kalshi,BUY,0.84,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,68479.4,0.01,0.684794
290,2025-07-06T01:52:14.342911+00:00,same_outcome,0.01,2,0.02,0.02,Houston vs Los Angeles (LAD),Polymarket,BUY,0.1,Houston vs Los Angeles (LAD),Kalshi,SELL,0.12,,,,68481.4,0.01,0.684814
311,2025-07-06T02:03:11.592028+00:00,same_outcome,0.01,1,0.01,0.01,Houston vs Los Angeles (HOU),Kalshi,BUY,0.91,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,,68482.4,0.01,0.684824
318,2025-07-06T02:03:13.550648+00:00,same_outcome,0.01,1,0.01,0.01,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.09,,,,68483.4,0.01,0.684834
380,2025-07-06T02:09:07.487004+00:00,same_outcome,0.01,1,0.01,0.02,Chicago vs Colorado (CWS),Polymarket,BUY,0.66,Chicago vs Colorado (CWS),Kalshi,SELL,0.69,,,,68484.4,0.01,0.684844
385,2025-07-06T02:09:48.127781+00:00,same_outcome,0.01,1,0.01,0.02,Chicago vs Colorado (CWS),Polymarket,BUY,0.68,Chicago vs Colorado (CWS),Kalshi,SELL,0.71,,,,68485.4,0.01,0.684854
422,2025-07-06T02:21:03.416833+00:00,same_outcome,0.01,4,0.04,0.04,Chicago vs Colorado (CWS),Polymarket,BUY,0.84,Chicago vs Colorado (CWS),Kalshi,SELL,0.86,,,,68489.4,0.01,0.684894
442,2025-07-06T02:38:01.457929+00:00,same_outcome,0.01,1,0.01,0.01,Chicago vs Colorado (COL),Kalshi,BUY,0.13,Chicago vs Colorado (COL),Polymarket,SELL,0.15,,,,68490.4,0.01,0.684904
470,2025-07-06T02:51:32.353971+00:00,same_outcome,0.01,1,0.01,0.01,Texas vs San Diego (TEX),Kalshi,BUY,0.87,Texas vs San Diego (TEX),Polymarket,SELL,0.89,,,,68491.4,0.01,0.684914
485,2025-07-06T03:03:34.326158+00:00,same_outcome,0.01,1,0.01,0.02,Chicago vs Colorado (COL),Kalshi,BUY,0.23,Chicago vs Colorado (COL),Polymarket,SELL,0.26,,,,68492.4,0.01,0.684924
488,2025-07-06T03:03:36.625938+00:00,same_outcome,0.01,1,0.01,0.02,Chicago vs Colorado (COL),Kalshi,BUY,0.23,Chicago vs Colorado (COL),Polymarket,SELL,0.26,,,,68493.4,0.01,0.684934
170,2025-07-06T01:33:04.706509+00:00,same_outcome,0.0096,33.55,0.32,0.35,Houston vs Los Angeles (LAD),Polymarket,BUY,0.16,Houston vs Los Angeles (LAD),Kalshi,SELL,0.18,,,,68526.95,0.0096,0.6852695
171,2025-07-06T01:33:04.706740+00:00,same_outcome,0.0096,33.55,0.32,0.35,Houston vs Los Angeles (LAD),Polymarket,BUY,0.16,Houston vs Los Angeles (LAD),Kalshi,SELL,0.18,,,,68560.5,0.0096,0.685605
172,2025-07-06T01:33:06.202308+00:00,same_outcome,0.0096,33.55,0.32,0.35,Houston vs Los Angeles (HOU),Kalshi,BUY,0.82,Houston vs Los Angeles (HOU),Polymarket,SELL,0.84,,,,68594.05,0.0096,0.6859405
358,2025-07-06T02:03:22.448471+00:00,same_outcome,0.0096,161.06,1.55,1.67,Houston vs Los Angeles (HOU),Kalshi,BUY,0.82,Houston vs Los Angeles (HOU),Polymarket,SELL,0.84,,,,68755.11,0.0096,0.6875511
364,2025-07-06T02:03:59.967513+00:00,same_outcome,0.0096,25,0.24,0.26,Houston vs Los Angeles (HOU),Kalshi,BUY,0.82,Houston vs Los Angeles (HOU),Polymarket,SELL,0.84,,,,68780.11,0.0096,0.6878011
492,2025-07-06T03:08:11.812739+00:00,same_outcome,0.0096,82.02,0.79,0.85,Chicago vs Colorado (COL),Kalshi,BUY,0.18,Chicago vs Colorado (COL),Polymarket,SELL,0.2,,,,68862.13,0.0096,0.6886213
493,2025-07-06T03:08:11.833854+00:00,same_outcome,0.0096,83.02,0.8,0.86,Chicago vs Colorado (CWS),Polymarket,BUY,0.8,Chicago vs Colorado (CWS),Kalshi,SELL,0.82,,,,68945.15,0.0096,0.6894515
354,2025-07-06T02:03:20.751098+00:00,same_outcome,0.0095,62,0.59,0.65,Houston vs Los Angeles (HOU),Kalshi,BUY,0.82,Houston vs Los Angeles (HOU),Polymarket,SELL,0.84,,,,69007.15,0.0095,0.6900715
173,2025-07-06T01:33:12.182362+00:00,same_outcome,0.0092,1205,11.11,12.99,Houston vs Los Angeles (LAD),Polymarket,BUY,0.17,Houston vs Los Angeles (LAD),Kalshi,SELL,0.19,,,,70212.15,0.0092,0.7021215
177,2025-07-06T01:33:13.183438+00:00,same_outcome,0.0092,100,0.92,1.08,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,,70312.15,0.0092,0.7031215
181,2025-07-06T01:33:14.803214+00:00,same_outcome,0.0092,100,0.92,1.08,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,,70412.15,0.0092,0.7041215
184,2025-07-06T01:33:15.302819+00:00,same_outcome,0.0092,750,6.92,8.08,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,,71162.15,0.0092,0.7116215
185,2025-07-06T01:33:15.661035+00:00,same_outcome,0.0092,100,0.92,1.08,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,,71262.15,0.0092,0.7126215
217,2025-07-06T01:36:42.750943+00:00,same_outcome,0.0092,12,0.11,0.13,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,,71274.15,0.0092,0.7127415
218,2025-07-06T01:36:54.670649+00:00,same_outcome,0.0091,27.51,0.25,0.3,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,,71301.66,0.0091,0.7130166
219,2025-07-06T01:36:54.694679+00:00,same_outcome,0.0091,27.51,0.25,0.3,Houston vs Los Angeles (LAD),Polymarket,BUY,0.17,Houston vs Los Angeles (LAD),Kalshi,SELL,0.19,,,,71329.17,0.0091,0.7132917
359,2025-07-06T02:03:22.512305+00:00,same_outcome,0.0091,11.9,0.11,0.13,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,,71341.07,0.0091,0.7134107
360,2025-07-06T02:03:22.537234+00:00,same_outcome,0.0091,11.9,0.11,0.13,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,,71352.97,0.0091,0.7135297
215,2025-07-06T01:36:42.130752+00:00,same_outcome,0.009,10,0.09,0.11,Houston vs Los Angeles (LAD),Polymarket,BUY,0.17,Houston vs Los Angeles (LAD),Kalshi,SELL,0.19,,,,71362.97,0.009,0.7136297
216,2025-07-06T01:36:42.602875+00:00,same_outcome,0.009,29.98,0.27,0.33,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,,71392.95,0.009,0.7139295
220,2025-07-06T01:36:58.966182+00:00,same_outcome,0.009,10,0.09,0.11,Houston vs Los Angeles (LAD),Polymarket,BUY,0.16,Houston vs Los Angeles (LAD),Kalshi,SELL,0.18,,,,71402.95,0.009,0.7140295
221,2025-07-06T01:36:58.966837+00:00,same_outcome,0.009,10,0.09,0.11,Houston vs Los Angeles (HOU),Kalshi,BUY,0.82,Houston vs Los Angeles (HOU),Polymarket,SELL,0.84,,,,71412.95,0.009,0.7141295
352,2025-07-06T02:03:20.590446+00:00,same_outcome,0.009,10,0.09,0.11,Houston vs Los Angeles (HOU),Kalshi,BUY,0.82,Houston vs Los Angeles (HOU),Polymarket,SELL,0.84,,,,71422.95,0.009,0.7142295
169,2025-07-06T01:33:03.683132+00:00,same_outcome,0.0089,19,0.17,0.21,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,,71441.95,0.0089,0.7144195
405,2025-07-06T02:18:04.186232+00:00,same_outcome,0.0088,490,4.31,5.49,Chicago vs Colorado (CWS),Kalshi,BUY,0.8,Chicago vs Colorado (CWS),Polymarket,SELL,0.82,,,,71931.95,0.0088,0.7193195
407,2025-07-06T02:18:04.225086+00:00,same_outcome,0.0088,500,4.4,5.6,Chicago vs Colorado (COL),Polymarket,BUY,0.18,Chicago vs Colorado (COL),Kalshi,SELL,0.2,,,,72431.95,0.0088,0.7243195
410,2025-07-06T02:18:04.305373+00:00,same_outcome,0.0088,16,0.14,0.18,Chicago vs Colorado (COL),Polymarket,BUY,0.18,Chicago vs Colorado (COL),Kalshi,SELL,0.2,,,,72447.95,0.0088,0.7244795
411,2025-07-06T02:18:04.324819+00:00,same_outcome,0.0088,500,4.4,5.6,Chicago vs Colorado (COL),Polymarket,BUY,0.18,Chicago vs Colorado (COL),Kalshi,SELL,0.2,,,,72947.95,0.0088,0.7294795
412,2025-07-06T02:18:04.665126+00:00,same_outcome,0.0088,177.35,1.56,1.99,Chicago vs Colorado (CWS),Kalshi,BUY,0.8,Chicago vs Colorado (CWS),Polymarket,SELL,0.82,,,,73125.3,0.0088,0.731253
413,2025-07-06T02:18:04.686610+00:00,same_outcome,0.0088,183.35,1.61,2.06,Chicago vs Colorado (COL),Polymarket,BUY,0.18,Chicago vs Colorado (COL),Kalshi,SELL,0.2,,,,73308.65,0.0088,0.7330865
174,2025-07-06T01:33:12.483837+00:00,same_outcome,0.0086,7,0.06,0.08,Houston vs Los Angeles (LAD),Polymarket,BUY,0.17,Houston vs Los Angeles (LAD),Kalshi,SELL,0.19,,,,73315.65,0.0086,0.7331565
23,2025-07-06T00:34:10.184396+00:00,same_outcome,0.0084,889,7.43,13.4,Houston vs Los Angeles (HOU),Kalshi,BUY,0.6866,Houston vs Los Angeles (HOU),Polymarket,SELL,0.71,,,,74204.65,0.0084,0.7420465
225,2025-07-06T01:41:17.323134+00:00,same_outcome,0.0084,618.51,5.18,7.19,Houston vs Los Angeles (HOU),Kalshi,BUY,0.79,Houston vs Los Angeles (HOU),Polymarket,SELL,0.81,,,,74823.16,0.0084,0.7482316
226,2025-07-06T01:41:17.323823+00:00,same_outcome,0.0084,618.51,5.18,7.19,Houston vs Los Angeles (LAD),Polymarket,BUY,0.19,Houston vs Los Angeles (LAD),Kalshi,SELL,0.21,,,,75441.67,0.0084,0.7544167
