trade_id,timestamp,arbitrage_type,net_profit_per_share,trade_size,total_net_profit,fees_paid,market_a,platform_a,side_a,avg_price_a,market_b,platform_b,side_b,avg_price_b,,,volume,net_profit_per_share,total net,avg_profit per share
85,2025-07-06T01:16:40.131995+00:00,same_outcome,0.0231,1350.78,31.15,22.88,Chicago vs Colorado (CWS),Polymarket,BUY,0.55,Chicago vs Colorado (CWS),Kalshi,SELL,0.59,,,43851.32,0.0231,2318.67,0.052875717
89,2025-07-06T01:16:42.786488+00:00,same_outcome,0.0231,31.88,0.74,0.54,Chicago vs Colorado (COL),Kalshi,BUY,0.41,Chicago vs Colorado (COL),Polymarket,SELL,0.45,,,43883.2,0.0231,2319.41,0.052854167
90,2025-07-06T01:16:42.787365+00:00,same_outcome,0.0231,31.88,0.74,0.54,Chicago vs Colorado (CWS),Polymarket,BUY,0.55,Chicago vs Colorado (CWS),Kalshi,SELL,0.59,,,43915.08,0.0231,2320.15,0.052832649
87,2025-07-06T01:16:40.706591+00:00,same_outcome,0.023,434.78,10.02,7.37,Chicago vs Colorado (CWS),Polymarket,BUY,0.55,Chicago vs Colorado (CWS),Kalshi,SELL,0.59,,,44349.86,0.023,2330.17,0.052540639
88,2025-07-06T01:16:40.707534+00:00,same_outcome,0.023,434.78,10.02,7.37,Chicago vs Colorado (COL),Kalshi,BUY,0.41,Chicago vs Colorado (COL),Polymarket,SELL,0.45,,,44784.64,0.023,2340.19,0.0522543
106,2025-07-06T01:22:16.799659+00:00,same_outcome,0.023,10,0.23,0.17,Chicago vs Colorado (COL),Kalshi,BUY,0.64,Chicago vs Colorado (COL),Polymarket,SELL,0.68,,,44794.64,0.023,2340.42,0.052247769
43,2025-07-06T00:38:37.110500+00:00,same_outcome,0.0228,117,2.67,2.01,Detroit vs Cleveland (CLE),Kalshi,BUY,0.43,Detroit vs Cleveland (CLE),Polymarket,SELL,0.47,,,44911.64,0.0228,2343.09,0.052171108
98,2025-07-06T01:21:13.716892+00:00,same_outcome,0.0228,39,0.89,0.67,Chicago vs Colorado (CWS),Kalshi,BUY,0.42,Chicago vs Colorado (CWS),Polymarket,SELL,0.46,,,44950.64,0.0228,2343.98,0.052145642
122,2025-07-06T01:25:37.066058+00:00,same_outcome,0.0225,833.05,18.76,14.56,Houston vs Los Angeles (LAD),Polymarket,BUY,0.44,Houston vs Los Angeles (LAD),Kalshi,SELL,0.48,,,45783.69,0.0225,2362.74,0.051606587
124,2025-07-06T01:25:37.165235+00:00,same_outcome,0.0225,501,11.28,8.76,Houston vs Los Angeles (HOU),Kalshi,BUY,0.52,Houston vs Los Angeles (HOU),Polymarket,SELL,0.56,,,46284.69,0.0225,2374.02,0.051291691
130,2025-07-06T01:25:43.244001+00:00,same_outcome,0.022,5,0.11,0.09,Houston vs Los Angeles (LAD),Polymarket,BUY,0.52,Houston vs Los Angeles (LAD),Kalshi,SELL,0.56,,,46289.69,0.022,2374.13,0.051288527
191,2025-07-06T01:33:15.905695+00:00,same_outcome,0.022,5,0.11,0.09,Chicago vs Colorado (COL),Kalshi,BUY,0.37,Chicago vs Colorado (COL),Polymarket,SELL,0.41,,,46294.69,0.022,2374.24,0.051285363
251,2025-07-06T01:42:34.733999+00:00,same_outcome,0.022,10,0.22,0.18,Texas vs San Diego (TEX),Polymarket,BUY,0.46,Texas vs San Diego (TEX),Kalshi,SELL,0.5,,,46304.69,0.022,2374.46,0.051279039
333,2025-07-06T02:03:08.992877+00:00,same_outcome,0.0211,1984.16,41.81,17.71,Houston vs Los Angeles (LAD),Polymarket,BUY,0.12,Houston vs Los Angeles (LAD),Kalshi,SELL,0.15,,,48288.85,0.0211,2416.27,0.050037845
335,2025-07-06T02:03:09.092975+00:00,same_outcome,0.0211,2013,42.42,17.97,Houston vs Los Angeles (HOU),Kalshi,BUY,0.85,Houston vs Los Angeles (HOU),Polymarket,SELL,0.88,,,50301.85,0.0211,2458.69,0.048878719
400,2025-07-06T02:03:33.869852+00:00,same_outcome,0.0211,140,2.95,1.25,Houston vs Los Angeles (LAD),Kalshi,BUY,0.15,Houston vs Los Angeles (LAD),Polymarket,SELL,0.18,,,50441.85,0.0211,2461.64,0.048801541
469,2025-07-06T02:19:32.660249+00:00,same_outcome,0.0206,600.43,12.36,5.65,Chicago vs Colorado (COL),Polymarket,BUY,0.13,Chicago vs Colorado (COL),Kalshi,SELL,0.16,,,51042.28,0.0206,2474,0.048469622
472,2025-07-06T02:19:35.503597+00:00,same_outcome,0.0206,580.43,11.94,5.47,Chicago vs Colorado (COL),Polymarket,BUY,0.13,Chicago vs Colorado (COL),Kalshi,SELL,0.16,,,51622.71,0.0206,2485.94,0.048155938
228,2025-07-06T01:41:17.735765+00:00,same_outcome,0.0201,1001,20.14,9.89,Houston vs Los Angeles (LAD),Polymarket,BUY,0.14,Houston vs Los Angeles (LAD),Kalshi,SELL,0.17,,,52623.71,0.0201,2506.08,0.04762264
229,2025-07-06T01:41:17.736306+00:00,same_outcome,0.0201,283,5.69,2.8,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,52906.71,0.0201,2511.77,0.047475453
240,2025-07-06T01:41:19.156603+00:00,same_outcome,0.0201,100,2.01,0.99,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,53006.71,0.0201,2513.78,0.047423807
242,2025-07-06T01:41:19.295845+00:00,same_outcome,0.0201,100,2.01,0.99,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,53106.71,0.0201,2515.79,0.047372357
546,2025-07-06T02:46:05.260528+00:00,same_outcome,0.0201,109.55,2.2,1.09,San Francisco vs Oakland (SF),Polymarket,BUY,0.8,San Francisco vs Oakland (SF),Kalshi,SELL,0.83,,,53216.26,0.0201,2517.99,0.047316177
243,2025-07-06T01:41:19.657950+00:00,same_outcome,0.02,9,0.18,0.09,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,53225.26,0.02,2518.17,0.047311558
323,2025-07-06T02:01:03.676789+00:00,same_outcome,0.02,1,0.02,0.01,Houston vs Los Angeles (LAD),Polymarket,BUY,0.08,Houston vs Los Angeles (LAD),Kalshi,SELL,0.11,,,53226.26,0.02,2518.19,0.047311045
348,2025-07-06T02:03:11.969815+00:00,same_outcome,0.02,1,0.02,0.01,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.1,,,53227.26,0.02,2518.21,0.047310532
402,2025-07-06T02:03:36.668827+00:00,same_outcome,0.02,4,0.08,0.04,Houston vs Los Angeles (LAD),Kalshi,BUY,0.15,Houston vs Los Angeles (LAD),Polymarket,SELL,0.18,,,53231.26,0.02,2518.29,0.04730848
464,2025-07-06T02:19:30.497844+00:00,same_outcome,0.02,11,0.22,0.11,Chicago vs Colorado (COL),Polymarket,BUY,0.13,Chicago vs Colorado (COL),Kalshi,SELL,0.16,,,53242.26,0.02,2518.51,0.047302838
515,2025-07-06T02:38:04.504505+00:00,same_outcome,0.02,1,0.02,0.01,Chicago vs Colorado (COL),Kalshi,BUY,0.12,Chicago vs Colorado (COL),Polymarket,SELL,0.15,,,53243.26,0.02,2518.53,0.047302325
540,2025-07-06T02:45:50.461531+00:00,same_outcome,0.02,1,0.02,0.02,San Francisco vs Oakland (ATH),Polymarket,BUY,0.26,San Francisco vs Oakland (ATH),Kalshi,SELL,0.3,,,53244.26,0.02,2518.55,0.047301812
580,2025-07-06T03:08:17.399934+00:00,same_outcome,0.02,23.02,0.46,0.23,Chicago vs Colorado (CWS),Polymarket,BUY,0.8,Chicago vs Colorado (CWS),Kalshi,SELL,0.83,,,53267.28,0.02,2519.01,0.047290006
581,2025-07-06T03:08:17.400776+00:00,same_outcome,0.02,2,0.04,0.02,Chicago vs Colorado (COL),Kalshi,BUY,0.17,Chicago vs Colorado (COL),Polymarket,SELL,0.2,,,53269.28,0.02,2519.05,0.047288982
266,2025-07-06T01:43:31.389798+00:00,same_outcome,0.0197,520,10.22,5.38,Houston vs Los Angeles (HOU),Kalshi,BUY,0.82,Houston vs Los Angeles (HOU),Polymarket,SELL,0.85,,,53789.28,0.0197,2529.27,0.047021823
267,2025-07-06T01:43:31.391046+00:00,same_outcome,0.0197,520,10.22,5.38,Houston vs Los Angeles (LAD),Polymarket,BUY,0.15,Houston vs Los Angeles (LAD),Kalshi,SELL,0.18,,,54309.28,0.0197,2539.49,0.04675978
397,2025-07-06T02:03:21.523807+00:00,same_outcome,0.0192,62,1.19,0.67,Houston vs Los Angeles (LAD),Polymarket,BUY,0.16,Houston vs Los Angeles (LAD),Kalshi,SELL,0.19,,,54371.28,0.0192,2540.68,0.046728346
418,2025-07-06T02:08:23.777875+00:00,same_outcome,0.0192,89.55,1.72,0.07,Houston vs Los Angeles (HOU),Polymarket,BUY,0.97,Houston vs Los Angeles (HOU),Kalshi,SELL,0.99,,,54460.83,0.0192,2542.4,0.046683093
420,2025-07-06T02:08:23.856199+00:00,same_outcome,0.0192,89.55,1.72,0.07,Houston vs Los Angeles (LAD),Kalshi,BUY,0.01,Houston vs Los Angeles (LAD),Polymarket,SELL,0.03,,,54550.38,0.0192,2544.12,0.046637989
424,2025-07-06T02:08:25.614951+00:00,same_outcome,0.0192,88.51,1.7,0.07,Houston vs Los Angeles (LAD),Kalshi,BUY,0.01,Houston vs Los Angeles (LAD),Polymarket,SELL,0.03,,,54638.89,0.0192,2545.82,0.046593553
425,2025-07-06T02:08:25.615685+00:00,same_outcome,0.0192,88.51,1.7,0.07,Houston vs Los Angeles (HOU),Polymarket,BUY,0.97,Houston vs Los Angeles (HOU),Kalshi,SELL,0.99,,,54727.4,0.0192,2547.52,0.046549261
186,2025-07-06T01:33:15.161581+00:00,same_outcome,0.0188,600,11.27,6.73,Houston vs Los Angeles (HOU),Kalshi,BUY,0.8,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,55327.4,0.0188,2558.79,0.046248152
214,2025-07-06T01:36:36.556222+00:00,same_outcome,0.0188,892.51,16.78,10,Houston vs Los Angeles (HOU),Kalshi,BUY,0.8,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,56219.91,0.0188,2575.57,0.045812418
180,2025-07-06T01:33:13.182887+00:00,same_outcome,0.0187,100,1.87,1.13,Houston vs Los Angeles (HOU),Kalshi,BUY,0.8,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,56319.91,0.0187,2577.44,0.045764278
268,2025-07-06T01:44:31.068074+00:00,same_outcome,0.0187,95,1.78,1.07,Houston vs Los Angeles (LAD),Polymarket,BUY,0.17,Houston vs Los Angeles (LAD),Kalshi,SELL,0.2,,,56414.91,0.0187,2579.22,0.045718765
456,2025-07-06T02:18:04.205865+00:00,same_outcome,0.0184,500,9.19,5.81,Chicago vs Colorado (CWS),Kalshi,BUY,0.79,Chicago vs Colorado (CWS),Polymarket,SELL,0.82,,,56914.91,0.0184,2588.41,0.045478593
179,2025-07-06T01:33:12.563572+00:00,same_outcome,0.0183,12,0.22,0.14,Houston vs Los Angeles (LAD),Polymarket,BUY,0.17,Houston vs Los Angeles (LAD),Kalshi,SELL,0.2,,,56926.91,0.0183,2588.63,0.04547287
394,2025-07-06T02:03:20.729344+00:00,same_outcome,0.0182,11.9,0.22,0.14,Houston vs Los Angeles (LAD),Polymarket,BUY,0.17,Houston vs Los Angeles (LAD),Kalshi,SELL,0.2,,,56938.81,0.0182,2588.85,0.045467231
458,2025-07-06T02:18:04.246511+00:00,same_outcome,0.0181,16,0.29,0.19,Chicago vs Colorado (CWS),Kalshi,BUY,0.79,Chicago vs Colorado (CWS),Polymarket,SELL,0.82,,,56954.81,0.0181,2589.14,0.045459549
187,2025-07-06T01:33:15.302404+00:00,same_outcome,0.018,10,0.18,0.12,Houston vs Los Angeles (LAD),Polymarket,BUY,0.17,Houston vs Los Angeles (LAD),Kalshi,SELL,0.2,,,56964.81,0.018,2589.32,0.045454729
569,2025-07-06T03:03:07.516336+00:00,same_outcome,0.0178,50,0.89,0.61,Chicago vs Colorado (CWS),Polymarket,BUY,0.75,Chicago vs Colorado (CWS),Kalshi,SELL,0.78,,,57014.81,0.0178,2590.21,0.045430477
575,2025-07-06T03:03:35.765220+00:00,same_outcome,0.0176,100,1.76,1.24,Chicago vs Colorado (COL),Kalshi,BUY,0.23,Chicago vs Colorado (COL),Polymarket,SELL,0.26,,,57114.81,0.0176,2591.97,0.045381749
160,2025-07-06T01:31:01.704531+00:00,same_outcome,0.0175,8,0.14,0.1,Houston vs Los Angeles (HOU),Kalshi,BUY,0.77,Houston vs Los Angeles (HOU),Polymarket,SELL,0.8,,,57122.81,0.0175,2592.11,0.045377845
226,2025-07-06T01:41:17.477293+00:00,same_outcome,0.0175,4,0.07,0.05,Houston vs Los Angeles (HOU),Kalshi,BUY,0.78,Houston vs Los Angeles (HOU),Polymarket,SELL,0.81,,,57126.81,0.0175,2592.18,0.045375893
577,2025-07-06T03:03:37.007094+00:00,same_outcome,0.0175,69,1.21,0.86,Chicago vs Colorado (COL),Kalshi,BUY,0.23,Chicago vs Colorado (COL),Polymarket,SELL,0.26,,,57195.81,0.0175,2593.39,0.045342307
159,2025-07-06T01:31:01.703909+00:00,same_outcome,0.0171,7,0.12,0.09,Houston vs Los Angeles (HOU),Kalshi,BUY,0.77,Houston vs Los Angeles (HOU),Polymarket,SELL,0.8,,,57202.81,0.0171,2593.51,0.045338857
502,2025-07-06T02:36:53.848320+00:00,same_outcome,0.0171,14,0.24,0.18,Texas vs San Diego (SD),Polymarket,BUY,0.21,Texas vs San Diego (SD),Kalshi,SELL,0.24,,,57216.81,0.0171,2593.75,0.045331958
574,2025-07-06T03:03:35.046696+00:00,same_outcome,0.017,10,0.17,0.13,Chicago vs Colorado (COL),Kalshi,BUY,0.23,Chicago vs Colorado (COL),Polymarket,SELL,0.26,,,57226.81,0.017,2593.92,0.045327007
564,2025-07-06T03:03:05.206784+00:00,same_outcome,0.0168,44,0.74,0.58,Chicago vs Colorado (COL),Polymarket,BUY,0.22,Chicago vs Colorado (COL),Kalshi,SELL,0.25,,,57270.81,0.0168,2594.66,0.045305104
162,2025-07-06T01:31:01.806005+00:00,same_outcome,0.0167,6,0.1,0.08,Houston vs Los Angeles (LAD),Polymarket,BUY,0.2,Houston vs Los Angeles (LAD),Kalshi,SELL,0.23,,,57276.81,0.0167,2594.76,0.045302104
490,2025-07-06T02:30:17.109779+00:00,same_outcome,0.0165,62,1.02,0.84,San Francisco vs Oakland (ATH),Polymarket,BUY,0.23,San Francisco vs Oakland (ATH),Kalshi,SELL,0.26,,,57338.81,0.0165,2595.78,0.045270908
62,2025-07-06T00:57:59.409810+00:00,same_outcome,0.016,10,0.16,0.14,Detroit vs Cleveland (DET),Polymarket,BUY,0.72,Detroit vs Cleveland (DET),Kalshi,SELL,0.75,,,57348.81,0.016,2595.94,0.045265804
49,2025-07-06T00:43:00.014796+00:00,same_outcome,0.0156,140,2.18,2.02,Detroit vs Cleveland (CLE),Kalshi,BUY,0.29,Detroit vs Cleveland (CLE),Polymarket,SELL,0.32,,,57488.81,0.0156,2598.12,0.045193491
50,2025-07-06T00:43:00.015436+00:00,same_outcome,0.0156,140,2.18,2.02,Detroit vs Cleveland (DET),Polymarket,BUY,0.68,Detroit vs Cleveland (DET),Kalshi,SELL,0.71,,,57628.81,0.0156,2600.3,0.045121529
541,2025-07-06T02:45:50.462816+00:00,same_outcome,0.0153,32,0.49,0.47,San Francisco vs Oakland (ATH),Polymarket,BUY,0.26,San Francisco vs Oakland (ATH),Kalshi,SELL,0.29,,,57660.81,0.0153,2600.79,0.045104986
428,2025-07-06T02:08:28.505438+00:00,same_outcome,0.0149,1.97,0.03,0.01,Houston vs Los Angeles (LAD),Kalshi,BUY,0.01,Houston vs Los Angeles (LAD),Polymarket,SELL,0.03,,,57662.78,0.0149,2600.82,0.045103965
429,2025-07-06T02:08:28.505895+00:00,same_outcome,0.0149,1.97,0.03,0.01,Houston vs Los Angeles (HOU),Polymarket,BUY,0.97,Houston vs Los Angeles (HOU),Kalshi,SELL,0.99,,,57664.75,0.0149,2600.85,0.045102944
342,2025-07-06T02:03:11.314280+00:00,same_outcome,0.0143,685,9.77,3.93,Houston vs Los Angeles (HOU),Kalshi,BUY,0.91,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,58349.75,0.0143,2610.62,0.044740894
344,2025-07-06T02:03:11.392437+00:00,same_outcome,0.0142,100,1.42,0.58,Houston vs Los Angeles (HOU),Kalshi,BUY,0.91,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,58449.75,0.0142,2612.04,0.044688643
351,2025-07-06T02:03:12.572611+00:00,same_outcome,0.0142,100,1.42,0.58,Houston vs Los Angeles (HOU),Kalshi,BUY,0.91,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,58549.75,0.0142,2613.46,0.04463657
526,2025-07-06T02:38:08.803980+00:00,same_outcome,0.0142,69,0.98,0.4,Chicago vs Colorado (COL),Kalshi,BUY,0.09,Chicago vs Colorado (COL),Polymarket,SELL,0.11,,,58618.75,0.0142,2614.44,0.044600746
528,2025-07-06T02:38:09.183540+00:00,same_outcome,0.0142,59,0.84,0.34,Chicago vs Colorado (CWS),Polymarket,BUY,0.89,Chicago vs Colorado (CWS),Kalshi,SELL,0.91,,,58677.75,0.0142,2615.28,0.044570216
44,2025-07-06T00:41:45.080577+00:00,same_outcome,0.0141,133,1.87,2.12,Detroit vs Cleveland (CLE),Kalshi,BUY,0.35,Detroit vs Cleveland (CLE),Polymarket,SELL,0.38,,,58810.75,0.0141,2617.15,0.044501218
46,2025-07-06T00:41:45.140587+00:00,same_outcome,0.0141,133,1.87,2.12,Detroit vs Cleveland (DET),Polymarket,BUY,0.62,Detroit vs Cleveland (DET),Kalshi,SELL,0.65,,,58943.75,0.0141,2619.02,0.044432531
292,2025-07-06T01:52:10.023504+00:00,same_outcome,0.0137,150,2.05,0.95,Houston vs Los Angeles (LAD),Kalshi,BUY,0.1,Houston vs Los Angeles (LAD),Polymarket,SELL,0.12,,,59093.75,0.0137,2621.07,0.044354437
295,2025-07-06T01:52:10.123218+00:00,same_outcome,0.0137,150,2.05,0.95,Houston vs Los Angeles (HOU),Polymarket,BUY,0.88,Houston vs Los Angeles (HOU),Kalshi,SELL,0.9,,,59243.75,0.0137,2623.12,0.044276738
144,2025-07-06T01:26:49.059136+00:00,same_outcome,0.0136,22,0.3,0.36,Houston vs Los Angeles (LAD),Polymarket,BUY,0.33,Houston vs Los Angeles (LAD),Kalshi,SELL,0.36,,,59265.75,0.0136,2623.42,0.044265364
2,2025-07-06T00:20:31.585152+00:00,same_outcome,0.0133,3,0.04,0.05,Detroit vs Cleveland (DET),Kalshi,BUY,0.61,Detroit vs Cleveland (DET),Polymarket,SELL,0.64,,,59268.75,0.0133,2623.46,0.044263798
7,2025-07-06T00:29:26.380203+00:00,same_outcome,0.0133,3,0.04,0.05,Detroit vs Cleveland (CLE),Polymarket,BUY,0.34,Detroit vs Cleveland (CLE),Kalshi,SELL,0.37,,,59271.75,0.0133,2623.5,0.044262233
23,2025-07-06T00:34:19.786271+00:00,same_outcome,0.0131,150,1.97,2.53,Houston vs Los Angeles (HOU),Polymarket,BUY,0.57,Houston vs Los Angeles (HOU),Kalshi,SELL,0.6,,,59421.75,0.0131,2625.47,0.044183653
40,2025-07-06T00:38:34.571469+00:00,same_outcome,0.013,10,0.13,0.17,Detroit vs Cleveland (DET),Kalshi,BUY,0.62,Detroit vs Cleveland (DET),Polymarket,SELL,0.65,,,59431.75,0.013,2625.6,0.044178406
531,2025-07-06T02:39:59.718594+00:00,same_outcome,0.0129,7.03,0.09,0.05,Chicago vs Colorado (CWS),Polymarket,BUY,0.88,Chicago vs Colorado (CWS),Kalshi,SELL,0.9,,,59438.78,0.0129,2625.69,0.044174695
64,2025-07-06T01:05:30.207050+00:00,same_outcome,0.0128,1024.35,13.15,17.58,Houston vs Los Angeles (LAD),Kalshi,BUY,0.43,Houston vs Los Angeles (LAD),Polymarket,SELL,0.46,,,60463.13,0.0128,2638.84,0.043643788
66,2025-07-06T01:05:30.270356+00:00,same_outcome,0.0128,1108.35,14.23,19.02,Houston vs Los Angeles (HOU),Polymarket,BUY,0.54,Houston vs Los Angeles (HOU),Kalshi,SELL,0.57,,,61571.48,0.0128,2653.07,0.043089268
97,2025-07-06T01:21:10.482106+00:00,same_outcome,0.0128,69,0.88,1.19,Chicago vs Colorado (CWS),Kalshi,BUY,0.43,Chicago vs Colorado (CWS),Polymarket,SELL,0.46,,,61640.48,0.0128,2653.95,0.04305531
32,2025-07-06T00:38:33.031101+00:00,same_outcome,0.0126,62,0.78,1.08,Detroit vs Cleveland (CLE),Polymarket,BUY,0.43,Detroit vs Cleveland (CLE),Kalshi,SELL,0.46,,,61702.48,0.0126,2654.73,0.043024689
41,2025-07-06T00:38:34.988603+00:00,same_outcome,0.0126,1964,24.67,34.25,Detroit vs Cleveland (DET),Kalshi,BUY,0.53,Detroit vs Cleveland (DET),Polymarket,SELL,0.56,,,63666.48,0.0126,2679.4,0.04208494
42,2025-07-06T00:38:35.071325+00:00,same_outcome,0.0126,1964,24.67,34.25,Detroit vs Cleveland (CLE),Polymarket,BUY,0.44,Detroit vs Cleveland (CLE),Kalshi,SELL,0.47,,,65630.48,0.0126,2704.07,0.041201436
118,2025-07-06T01:25:35.786793+00:00,same_outcome,0.0125,12,0.15,0.21,Houston vs Los Angeles (LAD),Polymarket,BUY,0.41,Houston vs Los Angeles (LAD),Kalshi,SELL,0.44,,,65642.48,0.0125,2704.22,0.041196189
248,2025-07-06T01:42:22.134425+00:00,same_outcome,0.0125,12,0.15,0.21,Texas vs San Diego (SD),Polymarket,BUY,0.52,Texas vs San Diego (SD),Kalshi,SELL,0.55,,,65654.48,0.0125,2704.37,0.041190944
301,2025-07-06T01:52:13.904790+00:00,same_outcome,0.0125,16,0.2,0.12,Houston vs Los Angeles (LAD),Polymarket,BUY,0.1,Houston vs Los Angeles (LAD),Kalshi,SELL,0.12,,,65670.48,0.0125,2704.57,0.041183954
302,2025-07-06T01:52:13.943498+00:00,same_outcome,0.0125,16,0.2,0.12,Houston vs Los Angeles (HOU),Kalshi,BUY,0.88,Houston vs Los Angeles (HOU),Polymarket,SELL,0.9,,,65686.48,0.0125,2704.77,0.041176967
133,2025-07-06T01:26:01.745142+00:00,same_outcome,0.0124,54,0.67,0.95,Houston vs Los Angeles (HOU),Polymarket,BUY,0.5,Houston vs Los Angeles (HOU),Kalshi,SELL,0.53,,,65740.48,0.0124,2705.44,0.041153335
499,2025-07-06T02:36:02.411880+00:00,same_outcome,0.0123,20.85,0.26,0.16,Chicago vs Colorado (CWS),Polymarket,BUY,0.86,Chicago vs Colorado (CWS),Kalshi,SELL,0.88,,,65761.33,0.0123,2705.7,0.041144241
74,2025-07-06T01:10:53.431570+00:00,same_outcome,0.0121,53,0.64,0.42,Detroit vs Cleveland (CLE),Kalshi,BUY,0.13,Detroit vs Cleveland (CLE),Polymarket,SELL,0.15,,,65814.33,0.0121,2706.34,0.041120832
509,2025-07-06T02:38:01.458318+00:00,same_outcome,0.0121,303,3.66,2.4,Chicago vs Colorado (CWS),Polymarket,BUY,0.85,Chicago vs Colorado (CWS),Kalshi,SELL,0.87,,,66117.33,0.0121,2710,0.040987741
250,2025-07-06T01:42:34.356207+00:00,same_outcome,0.012,10,0.12,0.18,Texas vs San Diego (SD),Kalshi,BUY,0.51,Texas vs San Diego (SD),Polymarket,SELL,0.54,,,66127.33,0.012,2710.12,0.040983357
512,2025-07-06T02:38:03.529810+00:00,same_outcome,0.012,100,1.2,0.8,Chicago vs Colorado (COL),Kalshi,BUY,0.13,Chicago vs Colorado (COL),Polymarket,SELL,0.15,,,66227.33,0.012,2711.32,0.040939594
513,2025-07-06T02:38:04.344069+00:00,same_outcome,0.012,100,1.2,0.8,Chicago vs Colorado (COL),Kalshi,BUY,0.13,Chicago vs Colorado (COL),Polymarket,SELL,0.15,,,66327.33,0.012,2712.52,0.040895962
517,2025-07-06T02:38:04.565157+00:00,same_outcome,0.012,100,1.2,0.8,Chicago vs Colorado (COL),Kalshi,BUY,0.13,Chicago vs Colorado (COL),Polymarket,SELL,0.15,,,66427.33,0.012,2713.72,0.040852462
75,2025-07-06T01:10:53.611590+00:00,same_outcome,0.0118,17,0.2,0.14,Detroit vs Cleveland (CLE),Kalshi,BUY,0.13,Detroit vs Cleveland (CLE),Polymarket,SELL,0.15,,,66444.33,0.0118,2713.92,0.04084502
336,2025-07-06T02:03:09.110244+00:00,same_outcome,0.0111,1269.16,14.05,11.33,Houston vs Los Angeles (HOU),Kalshi,BUY,0.85,Houston vs Los Angeles (HOU),Polymarket,SELL,0.87,,,67713.49,0.0111,2727.97,0.04028695
401,2025-07-06T02:03:33.889406+00:00,same_outcome,0.0111,1455,16.11,12.99,Houston vs Los Angeles (LAD),Kalshi,BUY,0.15,Houston vs Los Angeles (LAD),Polymarket,SELL,0.17,,,69168.49,0.0111,2744.08,0.0396724
236,2025-07-06T01:41:18.295978+00:00,same_outcome,0.0105,100,1.05,0.95,Houston vs Los Angeles (HOU),Kalshi,BUY,0.84,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,69268.49,0.0105,2745.13,0.039630285
238,2025-07-06T01:41:18.656611+00:00,same_outcome,0.0105,100,1.05,0.95,Houston vs Los Angeles (HOU),Kalshi,BUY,0.84,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,69368.49,0.0105,2746.18,0.039588291
230,2025-07-06T01:41:17.832538+00:00,same_outcome,0.0104,28,0.29,0.27,Houston vs Los Angeles (HOU),Kalshi,BUY,0.84,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,69396.49,0.0104,2746.47,0.039576497
5,2025-07-06T00:21:02.464526+00:00,same_outcome,0.01,1,0.01,0.02,Houston vs Los Angeles (HOU),Polymarket,BUY,0.73,Houston vs Los Angeles (HOU),Kalshi,SELL,0.76,,,69397.49,0.01,2746.48,0.039576071
108,2025-07-06T01:22:17.575929+00:00,same_outcome,0.01,1,0.01,0.02,Chicago vs Colorado (COL),Kalshi,BUY,0.65,Chicago vs Colorado (COL),Polymarket,SELL,0.68,,,69398.49,0.01,2746.49,0.039575645
232,2025-07-06T01:41:17.937329+00:00,same_outcome,0.01,10,0.1,0.1,Houston vs Los Angeles (HOU),Kalshi,BUY,0.84,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,69408.49,0.01,2746.59,0.039571384
303,2025-07-06T01:52:14.342911+00:00,same_outcome,0.01,2,0.02,0.02,Houston vs Los Angeles (LAD),Polymarket,BUY,0.1,Houston vs Los Angeles (LAD),Kalshi,SELL,0.12,,,69410.49,0.01,2746.61,0.039570532
329,2025-07-06T02:02:26.592926+00:00,same_outcome,0.01,1,0.01,0.01,Houston vs Los Angeles (LAD),Polymarket,BUY,0.08,Houston vs Los Angeles (LAD),Kalshi,SELL,0.1,,,69411.49,0.01,2746.62,0.039570106
346,2025-07-06T02:03:11.592028+00:00,same_outcome,0.01,1,0.01,0.01,Houston vs Los Angeles (HOU),Kalshi,BUY,0.91,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,69412.49,0.01,2746.63,0.03956968
353,2025-07-06T02:03:13.550648+00:00,same_outcome,0.01,1,0.01,0.01,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.09,,,69413.49,0.01,2746.64,0.039569254
