trade_id,timestamp,arbitrage_type,net_profit_per_share,trade_size,total_net_profit,fees_paid,market_a,platform_a,side_a,avg_price_a,market_b,platform_b,side_b,avg_price_b,,,volume,net_profit_per_share,total net,avg_profit per share
385,2025-07-06T02:03:19.551548+00:00,same_outcome,0.01,42,0.42,0.42,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.85,,,69455.49,0.01,2747.06,0.039551373
389,2025-07-06T02:03:19.573051+00:00,same_outcome,0.01,8,0.08,0.08,Houston vs Los Angeles (HOU),Kalshi,BUY,0.83,Houston vs Los Angeles (HOU),Polymarket,SELL,0.85,,,69463.49,0.01,2747.14,0.03954797
430,2025-07-06T02:09:07.487004+00:00,same_outcome,0.01,1,0.01,0.02,Chicago vs Colorado (CWS),Polymarket,BUY,0.66,Chicago vs Colorado (CWS),Kalshi,SELL,0.69,,,69464.49,0.01,2747.15,0.039547544
434,2025-07-06T02:09:48.127781+00:00,same_outcome,0.01,1,0.01,0.02,Chicago vs Colorado (CWS),Polymarket,BUY,0.68,Chicago vs Colorado (CWS),Kalshi,SELL,0.71,,,69465.49,0.01,2747.16,0.039547119
508,2025-07-06T02:38:01.457929+00:00,same_outcome,0.01,1,0.01,0.01,Chicago vs Colorado (COL),Kalshi,BUY,0.13,Chicago vs Colorado (COL),Polymarket,SELL,0.15,,,69466.49,0.01,2747.17,0.039546694
552,2025-07-06T02:51:32.353971+00:00,same_outcome,0.01,1,0.01,0.01,Texas vs San Diego (TEX),Kalshi,BUY,0.87,Texas vs San Diego (TEX),Polymarket,SELL,0.89,,,69467.49,0.01,2747.18,0.039546268
573,2025-07-06T03:03:34.326158+00:00,same_outcome,0.01,1,0.01,0.02,Chicago vs Colorado (COL),Kalshi,BUY,0.23,Chicago vs Colorado (COL),Polymarket,SELL,0.26,,,69468.49,0.01,2747.19,0.039545843
576,2025-07-06T03:03:36.625938+00:00,same_outcome,0.01,1,0.01,0.02,Chicago vs Colorado (COL),Kalshi,BUY,0.23,Chicago vs Colorado (COL),Polymarket,SELL,0.26,,,69469.49,0.01,2747.2,0.039545418
396,2025-07-06T02:03:21.522615+00:00,same_outcome,0.0095,60.1,0.57,0.63,Houston vs Los Angeles (HOU),Kalshi,BUY,0.82,Houston vs Los Angeles (HOU),Polymarket,SELL,0.84,,,69529.59,0.0095,2747.77,0.039519433
153,2025-07-06T01:30:46.673483+00:00,same_outcome,0.0093,572,5.32,0.4,Detroit vs Cleveland (DET),Polymarket,BUY,0.98,Detroit vs Cleveland (DET),Kalshi,SELL,0.99,,,70101.59,0.0093,2753.09,0.039272861
154,2025-07-06T01:30:46.731472+00:00,same_outcome,0.0093,572,5.32,0.4,Detroit vs Cleveland (CLE),Kalshi,BUY,0.01,Detroit vs Cleveland (CLE),Polymarket,SELL,0.02,,,70673.59,0.0093,2758.41,0.03903028
155,2025-07-06T01:30:49.672267+00:00,same_outcome,0.0093,292,2.71,0.21,Detroit vs Cleveland (DET),Polymarket,BUY,0.98,Detroit vs Cleveland (DET),Kalshi,SELL,0.99,,,70965.59,0.0093,2761.12,0.038907871
156,2025-07-06T01:30:49.672516+00:00,same_outcome,0.0093,292,2.71,0.21,Detroit vs Cleveland (CLE),Kalshi,BUY,0.01,Detroit vs Cleveland (CLE),Polymarket,SELL,0.02,,,71257.59,0.0093,2763.83,0.038786465
419,2025-07-06T02:08:23.778150+00:00,same_outcome,0.0093,981,9.13,0.68,Houston vs Los Angeles (HOU),Polymarket,BUY,0.98,Houston vs Los Angeles (HOU),Kalshi,SELL,0.99,,,72238.59,0.0093,2772.96,0.038386131
421,2025-07-06T02:08:23.873632+00:00,same_outcome,0.0093,981,9.13,0.68,Houston vs Los Angeles (LAD),Kalshi,BUY,0.01,Houston vs Los Angeles (LAD),Polymarket,SELL,0.02,,,73219.59,0.0093,2782.09,0.037996525
422,2025-07-06T02:08:24.191658+00:00,same_outcome,0.0093,405,3.76,0.29,Houston vs Los Angeles (LAD),Kalshi,BUY,0.01,Houston vs Los Angeles (LAD),Polymarket,SELL,0.02,,,73624.59,0.0093,2785.85,0.037838581
423,2025-07-06T02:08:24.192687+00:00,same_outcome,0.0093,405,3.76,0.29,Houston vs Los Angeles (HOU),Polymarket,BUY,0.98,Houston vs Los Angeles (HOU),Kalshi,SELL,0.99,,,74029.59,0.0093,2789.61,0.037682365
426,2025-07-06T02:08:25.615685+00:00,same_outcome,0.0093,405,3.76,0.29,Houston vs Los Angeles (LAD),Kalshi,BUY,0.01,Houston vs Los Angeles (LAD),Polymarket,SELL,0.02,,,74434.59,0.0093,2793.37,0.037527848
427,2025-07-06T02:08:25.616005+00:00,same_outcome,0.0093,405,3.76,0.29,Houston vs Los Angeles (HOU),Polymarket,BUY,0.98,Houston vs Los Angeles (HOU),Kalshi,SELL,0.99,,,74839.59,0.0093,2797.13,0.037375004
177,2025-07-06T01:33:12.182362+00:00,same_outcome,0.0092,1205,11.11,12.99,Houston vs Los Angeles (LAD),Polymarket,BUY,0.17,Houston vs Los Angeles (LAD),Kalshi,SELL,0.19,,,76044.59,0.0092,2808.24,0.03692886
181,2025-07-06T01:33:13.183438+00:00,same_outcome,0.0092,100,0.92,1.08,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,76144.59,0.0092,2809.16,0.036892444
185,2025-07-06T01:33:14.803214+00:00,same_outcome,0.0092,100,0.92,1.08,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,76244.59,0.0092,2810.08,0.036856123
188,2025-07-06T01:33:15.302819+00:00,same_outcome,0.0092,750,6.92,8.08,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,76994.59,0.0092,2817,0.036586986
189,2025-07-06T01:33:15.661035+00:00,same_outcome,0.0092,100,0.92,1.08,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,77094.59,0.0092,2817.92,0.036551462
215,2025-07-06T01:36:39.703859+00:00,same_outcome,0.0092,100,0.92,1.08,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,77194.59,0.0092,2818.84,0.03651603
216,2025-07-06T01:36:45.710220+00:00,same_outcome,0.0092,12,0.11,0.13,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,77206.59,0.0092,2818.95,0.03651178
399,2025-07-06T02:03:22.537234+00:00,same_outcome,0.0091,11.9,0.11,0.13,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,77218.49,0.0091,2819.06,0.036507577
217,2025-07-06T01:36:58.966182+00:00,same_outcome,0.009,10,0.09,0.11,Houston vs Los Angeles (LAD),Polymarket,BUY,0.16,Houston vs Los Angeles (LAD),Kalshi,SELL,0.18,,,77228.49,0.009,2819.15,0.036504016
218,2025-07-06T01:36:58.966837+00:00,same_outcome,0.009,10,0.09,0.11,Houston vs Los Angeles (HOU),Kalshi,BUY,0.82,Houston vs Los Angeles (HOU),Polymarket,SELL,0.84,,,77238.49,0.009,2819.24,0.036500455
176,2025-07-06T01:33:03.683132+00:00,same_outcome,0.0089,19,0.17,0.21,Houston vs Los Angeles (HOU),Kalshi,BUY,0.81,Houston vs Los Angeles (HOU),Polymarket,SELL,0.83,,,77257.49,0.0089,2819.41,0.036493678
455,2025-07-06T02:18:04.186232+00:00,same_outcome,0.0088,490,4.31,5.49,Chicago vs Colorado (CWS),Kalshi,BUY,0.8,Chicago vs Colorado (CWS),Polymarket,SELL,0.82,,,77747.49,0.0088,2823.72,0.036319115
457,2025-07-06T02:18:04.225086+00:00,same_outcome,0.0088,500,4.4,5.6,Chicago vs Colorado (COL),Polymarket,BUY,0.18,Chicago vs Colorado (COL),Kalshi,SELL,0.2,,,78247.49,0.0088,2828.12,0.036143268
460,2025-07-06T02:18:04.305373+00:00,same_outcome,0.0088,16,0.14,0.18,Chicago vs Colorado (COL),Polymarket,BUY,0.18,Chicago vs Colorado (COL),Kalshi,SELL,0.2,,,78263.49,0.0088,2828.26,0.036137668
461,2025-07-06T02:18:04.324819+00:00,same_outcome,0.0088,500,4.4,5.6,Chicago vs Colorado (COL),Polymarket,BUY,0.18,Chicago vs Colorado (COL),Kalshi,SELL,0.2,,,78763.49,0.0088,2832.66,0.035964125
462,2025-07-06T02:18:04.686610+00:00,same_outcome,0.0088,183.35,1.61,2.06,Chicago vs Colorado (COL),Polymarket,BUY,0.18,Chicago vs Colorado (COL),Kalshi,SELL,0.2,,,78946.84,0.0088,2834.27,0.035900994
178,2025-07-06T01:33:12.483837+00:00,same_outcome,0.0086,7,0.06,0.08,Houston vs Los Angeles (LAD),Polymarket,BUY,0.17,Houston vs Los Angeles (LAD),Kalshi,SELL,0.19,,,78953.84,0.0086,2834.33,0.035898571
395,2025-07-06T02:03:20.735316+00:00,same_outcome,0.0086,50,0.43,0.57,Houston vs Los Angeles (LAD),Polymarket,BUY,0.18,Houston vs Los Angeles (LAD),Kalshi,SELL,0.2,,,79003.84,0.0086,2834.76,0.035881294
221,2025-07-06T01:41:17.323134+00:00,same_outcome,0.0084,618.51,5.18,7.19,Houston vs Los Angeles (HOU),Kalshi,BUY,0.79,Houston vs Los Angeles (HOU),Polymarket,SELL,0.81,,,79622.35,0.0084,2839.94,0.035667623
222,2025-07-06T01:41:17.323823+00:00,same_outcome,0.0084,618.51,5.18,7.19,Houston vs Los Angeles (LAD),Polymarket,BUY,0.19,Houston vs Los Angeles (LAD),Kalshi,SELL,0.21,,,80240.86,0.0084,2845.12,0.035457247
225,2025-07-06T01:41:17.432235+00:00,same_outcome,0.0084,3820.82,32.04,44.38,Houston vs Los Angeles (LAD),Polymarket,BUY,0.19,Houston vs Los Angeles (LAD),Kalshi,SELL,0.21,,,84061.68,0.0084,2877.16,0.034226773
227,2025-07-06T01:41:17.538850+00:00,same_outcome,0.0084,3107.82,26.06,36.1,Houston vs Los Angeles (HOU),Kalshi,BUY,0.79,Houston vs Los Angeles (HOU),Polymarket,SELL,0.81,,,87169.5,0.0084,2903.22,0.033305457
280,2025-07-06T01:47:16.101827+00:00,same_outcome,0.0084,500,4.19,5.81,Houston vs Los Angeles (LAD),Kalshi,BUY,0.21,Houston vs Los Angeles (LAD),Polymarket,SELL,0.23,,,87669.5,0.0084,2907.41,0.033163301
182,2025-07-06T01:33:13.422084+00:00,same_outcome,0.0083,6,0.05,0.07,Houston vs Los Angeles (LAD),Polymarket,BUY,0.17,Houston vs Los Angeles (LAD),Kalshi,SELL,0.19,,,87675.5,0.0083,2907.46,0.033161602
501,2025-07-06T02:36:35.475457+00:00,same_outcome,0.0082,0.85,0.01,0.01,Chicago vs Colorado (CWS),Polymarket,BUY,0.86,Chicago vs Colorado (CWS),Kalshi,SELL,0.88,,,87676.35,0.0082,2907.47,0.033161394
269,2025-07-06T01:44:33.370524+00:00,same_outcome,0.008,390,3.11,4.69,Houston vs Los Angeles (LAD),Polymarket,BUY,0.2,Houston vs Los Angeles (LAD),Kalshi,SELL,0.22,,,88066.35,0.008,2910.58,0.033049854
270,2025-07-06T01:44:33.510401+00:00,same_outcome,0.008,962,7.68,11.56,Houston vs Los Angeles (HOU),Kalshi,BUY,0.78,Houston vs Los Angeles (HOU),Polymarket,SELL,0.8,,,89028.35,0.008,2918.26,0.032778997
145,2025-07-06T01:26:57.695458+00:00,same_outcome,0.0079,62,0.49,0.13,Detroit vs Cleveland (CLE),Polymarket,BUY,0.02,Detroit vs Cleveland (CLE),Kalshi,SELL,0.03,,,89090.35,0.0079,2918.75,0.032761685
146,2025-07-06T01:26:57.696141+00:00,same_outcome,0.0079,62,0.49,0.13,Detroit vs Cleveland (DET),Kalshi,BUY,0.97,Detroit vs Cleveland (DET),Polymarket,SELL,0.98,,,89152.35,0.0079,2919.24,0.032744398
163,2025-07-06T01:31:02.638321+00:00,same_outcome,0.0079,58,0.46,0.7,Houston vs Los Angeles (LAD),Polymarket,BUY,0.2,Houston vs Los Angeles (LAD),Kalshi,SELL,0.22,,,89210.35,0.0079,2919.7,0.032728265
164,2025-07-06T01:31:02.638869+00:00,same_outcome,0.0079,58,0.46,0.7,Houston vs Los Angeles (HOU),Kalshi,BUY,0.78,Houston vs Los Angeles (HOU),Polymarket,SELL,0.8,,,89268.35,0.0079,2920.16,0.032712154
271,2025-07-06T01:44:33.928513+00:00,same_outcome,0.0079,95,0.75,1.15,Houston vs Los Angeles (HOU),Kalshi,BUY,0.78,Houston vs Los Angeles (HOU),Polymarket,SELL,0.8,,,89363.35,0.0079,2920.91,0.032685771
272,2025-07-06T01:44:34.009846+00:00,same_outcome,0.0078,45,0.35,0.55,Houston vs Los Angeles (HOU),Kalshi,BUY,0.78,Houston vs Los Angeles (HOU),Polymarket,SELL,0.8,,,89408.35,0.0078,2921.26,0.032673235
219,2025-07-06T01:41:12.177455+00:00,same_outcome,0.0077,8.91,0.07,0.11,Houston vs Los Angeles (LAD),Polymarket,BUY,0.19,Houston vs Los Angeles (LAD),Kalshi,SELL,0.21,,,89417.26,0.0077,2921.33,0.032670762
220,2025-07-06T01:41:12.281044+00:00,same_outcome,0.0077,8.91,0.07,0.11,Houston vs Los Angeles (HOU),Kalshi,BUY,0.79,Houston vs Los Angeles (HOU),Polymarket,SELL,0.81,,,89426.17,0.0077,2921.4,0.032668289
273,2025-07-06T01:44:34.347322+00:00,same_outcome,0.0076,185,1.4,2.3,Houston vs Los Angeles (HOU),Kalshi,BUY,0.77,Houston vs Los Angeles (HOU),Polymarket,SELL,0.79,,,89611.17,0.0076,2922.8,0.03261647
274,2025-07-06T01:44:34.427046+00:00,same_outcome,0.0076,100,0.76,1.24,Houston vs Los Angeles (HOU),Kalshi,BUY,0.77,Houston vs Los Angeles (HOU),Polymarket,SELL,0.79,,,89711.17,0.0076,2923.56,0.032588584
275,2025-07-06T01:44:34.727300+00:00,same_outcome,0.0075,12,0.09,0.15,Houston vs Los Angeles (LAD),Polymarket,BUY,0.2,Houston vs Los Angeles (LAD),Kalshi,SELL,0.22,,,89723.17,0.0075,2923.65,0.032585229
483,2025-07-06T02:27:02.756095+00:00,same_outcome,0.0074,34,0.25,0.43,Chicago vs Colorado (COL),Kalshi,BUY,0.23,Chicago vs Colorado (COL),Polymarket,SELL,0.25,,,89757.17,0.0074,2923.9,0.032575671
147,2025-07-06T01:27:04.641790+00:00,same_outcome,0.0073,15,0.11,0.04,Detroit vs Cleveland (CLE),Polymarket,BUY,0.02,Detroit vs Cleveland (CLE),Kalshi,SELL,0.03,,,89772.17,0.0073,2924.01,0.032571453
169,2025-07-06T01:31:07.309817+00:00,same_outcome,0.0072,68,0.49,0.87,Houston vs Los Angeles (HOU),Polymarket,BUY,0.74,Houston vs Los Angeles (HOU),Kalshi,SELL,0.76,,,89840.17,0.0072,2924.5,0.032552254
571,2025-07-06T03:03:30.768040+00:00,same_outcome,0.0072,100,0.72,1.28,Chicago vs Colorado (COL),Kalshi,BUY,0.24,Chicago vs Colorado (COL),Polymarket,SELL,0.26,,,89940.17,0.0072,2925.22,0.032524066
168,2025-07-06T01:31:07.309451+00:00,same_outcome,0.0071,69,0.49,0.89,Houston vs Los Angeles (LAD),Kalshi,BUY,0.24,Houston vs Los Angeles (LAD),Polymarket,SELL,0.26,,,90009.17,0.0071,2925.71,0.032504577
572,2025-07-06T03:03:31.046544+00:00,same_outcome,0.007,10,0.07,0.13,Chicago vs Colorado (COL),Kalshi,BUY,0.24,Chicago vs Colorado (COL),Polymarket,SELL,0.26,,,90019.17,0.007,2925.78,0.032501744
403,2025-07-06T02:04:19.302563+00:00,same_outcome,0.0069,13,0.09,0.17,Chicago vs Colorado (CWS),Polymarket,BUY,0.75,Chicago vs Colorado (CWS),Kalshi,SELL,0.77,,,90032.17,0.0069,2925.87,0.03249805
444,2025-07-06T02:15:49.992249+00:00,same_outcome,0.0069,1043,7.17,13.69,San Francisco vs Oakland (SF),Polymarket,BUY,0.73,San Francisco vs Oakland (SF),Kalshi,SELL,0.75,,,91075.17,0.0069,2933.04,0.032204606
4,2025-07-06T00:21:02.305064+00:00,same_outcome,0.0068,250,1.71,3.29,Houston vs Los Angeles (HOU),Polymarket,BUY,0.73,Houston vs Los Angeles (HOU),Kalshi,SELL,0.75,,,91325.17,0.0068,2934.75,0.032135171
486,2025-07-06T02:30:16.490564+00:00,same_outcome,0.0068,62,0.42,0.82,San Francisco vs Oakland (SF),Kalshi,BUY,0.75,San Francisco vs Oakland (SF),Polymarket,SELL,0.77,,,91387.17,0.0068,2935.17,0.032117966
487,2025-07-06T02:30:16.788355+00:00,same_outcome,0.0068,62,0.42,0.82,San Francisco vs Oakland (SF),Kalshi,BUY,0.75,San Francisco vs Oakland (SF),Polymarket,SELL,0.77,,,91449.17,0.0068,2935.59,0.032100783
488,2025-07-06T02:30:16.915063+00:00,same_outcome,0.0068,250,1.71,3.29,San Francisco vs Oakland (ATH),Polymarket,BUY,0.23,San Francisco vs Oakland (ATH),Kalshi,SELL,0.25,,,91699.17,0.0068,2937.3,0.032031915
489,2025-07-06T02:30:17.068318+00:00,same_outcome,0.0068,62,0.42,0.82,San Francisco vs Oakland (SF),Kalshi,BUY,0.75,San Francisco vs Oakland (SF),Polymarket,SELL,0.77,,,91761.17,0.0068,2937.72,0.032014849
491,2025-07-06T02:30:17.627920+00:00,same_outcome,0.0068,62,0.42,0.82,San Francisco vs Oakland (SF),Kalshi,BUY,0.75,San Francisco vs Oakland (SF),Polymarket,SELL,0.77,,,91823.17,0.0068,2938.14,0.031997806
171,2025-07-06T01:31:40.068447+00:00,same_outcome,0.0067,3,0.02,0.04,Houston vs Los Angeles (LAD),Polymarket,BUY,0.19,Houston vs Los Angeles (LAD),Kalshi,SELL,0.21,,,91826.17,0.0067,2938.16,0.031996979
565,2025-07-06T03:03:05.207041+00:00,same_outcome,0.0067,55,0.37,0.73,Chicago vs Colorado (COL),Polymarket,BUY,0.23,Chicago vs Colorado (COL),Kalshi,SELL,0.25,,,91881.17,0.0067,2938.53,0.031981852
416,2025-07-06T02:07:48.567177+00:00,same_outcome,0.0066,97,0.64,0.33,Houston vs Los Angeles (LAD),Polymarket,BUY,0.04,Houston vs Los Angeles (LAD),Kalshi,SELL,0.05,,,91978.17,0.0066,2939.17,0.031955082
148,2025-07-06T01:28:12.577241+00:00,same_outcome,0.0065,17,0.11,0.06,Detroit vs Cleveland (CLE),Polymarket,BUY,0.04,Detroit vs Cleveland (CLE),Kalshi,SELL,0.05,,,91995.17,0.0065,2939.28,0.031950373
278,2025-07-06T01:46:22.880505+00:00,same_outcome,0.0062,25.4,0.16,0.35,Houston vs Los Angeles (LAD),Polymarket,BUY,0.24,Houston vs Los Angeles (LAD),Kalshi,SELL,0.26,,,92020.57,0.0062,2939.44,0.031943293
279,2025-07-06T01:46:23.201994+00:00,same_outcome,0.0062,25.4,0.16,0.35,Houston vs Los Angeles (HOU),Kalshi,BUY,0.74,Houston vs Los Angeles (HOU),Polymarket,SELL,0.76,,,92045.97,0.0062,2939.6,0.031936216
479,2025-07-06T02:25:19.784964+00:00,same_outcome,0.0062,50,0.31,0.69,Chicago vs Colorado (CWS),Kalshi,BUY,0.73,Chicago vs Colorado (CWS),Polymarket,SELL,0.75,,,92095.97,0.0062,2939.91,0.031922244
9,2025-07-06T00:34:08.507562+00:00,same_outcome,0.006,59.45,0.36,0.83,Houston vs Los Angeles (LAD),Polymarket,BUY,0.25,Houston vs Los Angeles (LAD),Kalshi,SELL,0.27,,,92155.42,0.006,2940.27,0.031905557
10,2025-07-06T00:34:08.625622+00:00,same_outcome,0.006,59.45,0.36,0.83,Houston vs Los Angeles (HOU),Kalshi,BUY,0.73,Houston vs Los Angeles (HOU),Polymarket,SELL,0.75,,,92214.87,0.006,2940.63,0.031888892
151,2025-07-06T01:29:07.435854+00:00,same_outcome,0.006,62,0.37,0.25,Detroit vs Cleveland (CLE),Kalshi,BUY,0.06,Detroit vs Cleveland (CLE),Polymarket,SELL,0.07,,,92276.87,0.006,2941,0.031871475
417,2025-07-06T02:08:03.875780+00:00,same_outcome,0.006,10,0.06,0.14,Chicago vs Colorado (CWS),Polymarket,BUY,0.72,Chicago vs Colorado (CWS),Kalshi,SELL,0.74,,,92286.87,0.006,2941.06,0.031868672
436,2025-07-06T02:09:54.969072+00:00,same_outcome,0.006,49.43,0.3,0.69,Chicago vs Colorado (COL),Kalshi,BUY,0.27,Chicago vs Colorado (COL),Polymarket,SELL,0.29,,,92336.3,0.006,2941.36,0.031854861
57,2025-07-06T00:43:01.831921+00:00,same_outcome,0.0058,34.51,0.2,0.49,Detroit vs Cleveland (CLE),Kalshi,BUY,0.28,Detroit vs Cleveland (CLE),Polymarket,SELL,0.3,,,92370.81,0.0058,2941.56,0.031845125
58,2025-07-06T00:43:01.834047+00:00,same_outcome,0.0058,34.51,0.2,0.49,Detroit vs Cleveland (DET),Polymarket,BUY,0.7,Detroit vs Cleveland (DET),Kalshi,SELL,0.72,,,92405.32,0.0058,2941.76,0.031835396
432,2025-07-06T02:09:45.810134+00:00,same_outcome,0.0058,61.82,0.36,0.88,Chicago vs Colorado (COL),Kalshi,BUY,0.28,Chicago vs Colorado (COL),Polymarket,SELL,0.3,,,92467.14,0.0058,2942.12,0.031818006
543,2025-07-06T02:45:50.600247+00:00,same_outcome,0.0058,31,0.18,0.44,San Francisco vs Oakland (ATH),Polymarket,BUY,0.26,San Francisco vs Oakland (ATH),Kalshi,SELL,0.28,,,92498.14,0.0058,2942.3,0.031809288
51,2025-07-06T00:43:00.015436+00:00,same_outcome,0.0056,274,1.53,3.95,Detroit vs Cleveland (CLE),Kalshi,BUY,0.29,Detroit vs Cleveland (CLE),Polymarket,SELL,0.31,,,92772.14,0.0056,2943.83,0.031731832
52,2025-07-06T00:43:00.015937+00:00,same_outcome,0.0056,274,1.53,3.95,Detroit vs Cleveland (DET),Polymarket,BUY,0.69,Detroit vs Cleveland (DET),Kalshi,SELL,0.71,,,93046.14,0.0056,2945.36,0.031654833
202,2025-07-06T01:35:50.940353+00:00,same_outcome,0.0054,689,3.75,3.14,Houston vs Los Angeles (HOU),Kalshi,BUY,0.93,Houston vs Los Angeles (HOU),Polymarket,SELL,0.94,,,93735.14,0.0054,2949.11,0.03146216
203,2025-07-06T01:35:51.035487+00:00,same_outcome,0.0054,600.02,3.26,2.74,Houston vs Los Angeles (LAD),Polymarket,BUY,0.06,Houston vs Los Angeles (LAD),Kalshi,SELL,0.07,,,94335.16,0.0054,2952.37,0.031296602
209,2025-07-06T01:35:54.655760+00:00,same_outcome,0.0054,188.98,1.02,0.87,Houston vs Los Angeles (LAD),Polymarket,BUY,0.06,Houston vs Los Angeles (LAD),Kalshi,SELL,0.07,,,94524.14,0.0054,2953.39,0.031244823
537,2025-07-06T02:44:44.563053+00:00,same_outcome,0.0054,1474,8.02,6.72,Chicago vs Colorado (COL),Kalshi,BUY,0.07,Chicago vs Colorado (COL),Polymarket,SELL,0.08,,,95998.14,0.0054,2961.41,0.030848619
539,2025-07-06T02:44:44.643056+00:00,same_outcome,0.0054,1474,8.02,6.72,Chicago vs Colorado (CWS),Polymarket,BUY,0.92,Chicago vs Colorado (CWS),Kalshi,SELL,0.93,,,97472.14,0.0054,2969.43,0.030464397
549,2025-07-06T02:49:16.824177+00:00,same_outcome,0.0053,19.09,0.1,0.09,Chicago vs Colorado (CWS),Kalshi,BUY,0.93,Chicago vs Colorado (CWS),Polymarket,SELL,0.94,,,97491.23,0.0053,2969.53,0.030459458
548,2025-07-06T02:49:10.390719+00:00,same_outcome,0.0051,14.24,0.07,0.07,Chicago vs Colorado (CWS),Kalshi,BUY,0.93,Chicago vs Colorado (CWS),Polymarket,SELL,0.94,,,97505.47,0.0051,2969.6,0.030455727
143,2025-07-06T01:26:09.271889+00:00,same_outcome,0.005,10,0.05,0.05,Detroit vs Cleveland (CLE),Polymarket,BUY,0.06,Detroit vs Cleveland (CLE),Kalshi,SELL,0.07,,,97515.47,0.005,2969.65,0.030453117
433,2025-07-06T02:09:46.449681+00:00,same_outcome,0.005,10,0.05,0.15,Chicago vs Colorado (CWS),Polymarket,BUY,0.68,Chicago vs Colorado (CWS),Kalshi,SELL,0.7,,,97525.47,0.005,2969.7,0.030450507
542,2025-07-06T02:45:50.462816+00:00,same_outcome,0.005,10,0.05,0.15,San Francisco vs Oakland (SF),Kalshi,BUY,0.72,San Francisco vs Oakland (SF),Polymarket,SELL,0.74,,,97535.47,0.005,2969.75,0.030447898
583,2025-07-06T03:08:57.527193+00:00,same_outcome,0.005,2,0.01,0.01,Chicago vs Colorado (CWS),Kalshi,BUY,0.94,Chicago vs Colorado (CWS),Polymarket,SELL,0.95,,,97537.47,0.005,2969.76,0.030447376
584,2025-07-06T03:08:57.729355+00:00,same_outcome,0.005,2,0.01,0.01,Chicago vs Colorado (CWS),Kalshi,BUY,0.94,Chicago vs Colorado (CWS),Polymarket,SELL,0.95,,,97539.47,0.005,2969.77,0.030446854
131,2025-07-06T01:25:51.095773+00:00,same_outcome,0.0048,151,0.73,0.78,Detroit vs Cleveland (DET),Kalshi,BUY,0.92,Detroit vs Cleveland (DET),Polymarket,SELL,0.93,,,97690.47,0.0048,2970.5,0.030407265
132,2025-07-06T01:25:51.705617+00:00,same_outcome,0.0048,166,0.8,0.86,Detroit vs Cleveland (DET),Kalshi,BUY,0.92,Detroit vs Cleveland (DET),Polymarket,SELL,0.93,,,97856.47,0.0048,2971.3,0.030363858
325,2025-07-06T02:02:25.592189+00:00,same_outcome,0.0048,316.29,1.53,1.63,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.08,,,98172.76,0.0048,2972.83,0.030281618
326,2025-07-06T02:02:25.592597+00:00,same_outcome,0.0048,316.29,1.53,1.63,Houston vs Los Angeles (HOU),Kalshi,BUY,0.92,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,98489.05,0.0048,2974.36,0.030199905
327,2025-07-06T02:02:25.592873+00:00,same_outcome,0.0048,316.29,1.53,1.63,Houston vs Los Angeles (HOU),Kalshi,BUY,0.92,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,98805.34,0.0048,2975.89,0.030118716
328,2025-07-06T02:02:25.593175+00:00,same_outcome,0.0048,316.29,1.53,1.63,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.08,,,99121.63,0.0048,2977.42,0.030038045
330,2025-07-06T02:02:30.597511+00:00,same_outcome,0.0048,216.29,1.04,1.12,Houston vs Los Angeles (LAD),Polymarket,BUY,0.07,Houston vs Los Angeles (LAD),Kalshi,SELL,0.08,,,99337.92,0.0048,2978.46,0.029983112
331,2025-07-06T02:02:30.598119+00:00,same_outcome,0.0048,216.29,1.04,1.12,Houston vs Los Angeles (HOU),Kalshi,BUY,0.92,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,99554.21,0.0048,2979.5,0.029928418
343,2025-07-06T02:03:11.330267+00:00,same_outcome,0.0048,210,1.01,1.09,Houston vs Los Angeles (HOU),Kalshi,BUY,0.92,Houston vs Los Angeles (HOU),Polymarket,SELL,0.93,,,99764.21,0.0048,2980.51,0.029875544
412,2025-07-06T02:06:39.967024+00:00,same_outcome,0.0045,60,0.27,0.93,Texas vs San Diego (SD),Kalshi,BUY,0.67,Texas vs San Diego (SD),Polymarket,SELL,0.69,,,99824.21,0.0045,2980.78,0.029860291
